Mercury; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Venus; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Earth; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Mars; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Jupiter; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Saturn; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Uranus; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
Neptune; Planet; Sun; ; ; ; ; ; ; ; ; ; ; ; 
16 Cygni Bb; Planet; ; 2.38; ; 799.5; 1.66; ; radial vel.; 1996; 68.99; 1.04; 5750; ; 
Kepler-1671b; Planet; ; ; 0.118; 4.16787; ; ; transit; 2020; 1176±7; ; ; ; 
Kepler-1672b; Planet; ; ; 0.265; 150.878; ; ; transit; 2020; 1189±14; ; ; ; 
Kepler-1673b; Planet; ; ; 0.262; 33.7888; ; ; transit; 2020; 2420±20; ; ; ; 
Kepler-1674b; Planet; ; ; 0.286; 62.5611; ; ; transit; 2020; 3400±100; ; ; ; 
Kepler-1675b; Planet; ; ; 0.279; 63.0382; ; ; transit; 2020; 2163±19; ; ; ; 
Kepler-1676b; Planet; ; ; 0.301; 29.9221; ; ; transit; 2020; ; ; ; ; 
Kepler-1677b; Planet; ; ; 0.241; 22.064; ; ; transit; 2020; 2250±30; ; ; ; 
Kepler-1678b; Planet; ; ; 0.295; 147.974; ; ; transit; 2020; 2830±70; ; ; ; 
Kepler-1679b; Planet; ; ; 0.184; 9.75376; ; ; transit; 2020; 3040±100; ; ; ; 
Kepler-1680b; Planet; ; ; 0.121; 8.77424; ; ; transit; 2020; 1020±5; ; ; ; 
Kepler-1681b; Planet; ; ; 0.2227; 69.8956; ; ; transit; 2020; 2100±300; ; ; ; 
Kepler-1682b; Planet; ; ; 0.257; 14.8334; ; ; transit; 2020; 3900±160; ; ; ; 
Kepler-1683b; Planet; ; ; 0.167; 15.0337; ; ; transit; 2020; 2440±50; ; ; ; 
Kepler-1684b; Planet; ; ; 0.256; 47.7055; ; ; transit; 2020; 2060±40; ; ; ; 
Kepler-1685b; Planet; ; ; 0.23; 20.4905; ; ; transit; 2020; 3840±150; ; ; ; 
Kepler-1686b; Planet; ; ; 0.127; 9.30987; ; ; transit; 2020; 2430±30; ; ; ; 
Kepler-1687b; Planet; ; ; 0.147; 5.77954; ; ; transit; 2020; 1375±17; ; ; ; 
Kepler-1688b; Planet; ; ; 0.112; 5.62012; ; ; transit; 2020; 1850±380; ; ; ; 
Kepler-1689b; Planet; ; ; 0.084; 8.483; ; ; transit; 2020; 967±5; ; ; ; 
Kepler-1690b; Planet; ; ; 0.25; 234.636; ; ; transit; 2020; 2340±30; ; ; ; 
Kepler-1691b; Planet; ; ; 0.163; 3.8482; ; ; transit; 2020; 4290±110; ; ; ; 
Kepler-1692b; Planet; ; ; 0.099; 5.95966; ; ; transit; 2020; 1960±20; ; ; ; 
Kepler-1693b; Planet; ; ; 0.115; 12.0999; ; ; transit; 2020; 2530±50; ; ; ; 
Kepler-1694b; Planet; ; ; 0.105; 3.89526; ; ; transit; 2020; 1698±16; ; ; ; 
Kepler-1695b; Planet; ; ; 0.099; 4.7329; ; ; transit; 2020; 2640±40; ; ; ; 
Kepler-1696b; Planet; ; ; 0.25; 65.9409; ; ; transit; 2020; 5100±200; ; ; ; 
Kepler-1697b; Planet; ; ; 0.112; 33.4969; ; ; transit; 2020; 813±2; ; ; ; 
Kepler-1698b; Planet; ; ; 0.095; 1.2107; ; ; transit; 2020; 729±3; ; ; ; 
Kepler-1699b; Planet; ; ; 0.139; 3.49082; ; ; transit; 2020; ; ; ; ; 
Kepler-1701b; Planet; ; ; 0.198; 169.134; ; ; transit; 2020; 1940±20; ; ; ; 
Kepler-1702b; Planet; ; ; 0.143; 18.5012; ; ; transit; 2020; 2860±90; ; ; Host star also known as KOI-4386; HD 108236 f; ; 0.17406+0.00482 −0.00437; 29.54255±0.00069; 0.1759±0.0037; ; transit; 2021; 211; 0.853±0.047; 5,720.0±50.0; ; 
NGTS-14Ab; Planet; ; 0.092±0.012; 0.444±0.030; 3.5357173±0.0000069; 0.0403±0.0071; 1,143±139; transit; 2021; 1060; 0.898±0.035; 5,187±11; ; 
TOI-1259Ab; Planet; ; 0.441+0.049 −0.047; 1.022+0.030 −0.037; 3.4779780+0.0000019 −0.0000017; 0.04070+0.00114 −0.00110; 936; transit; 2021; 385±1; 0.68+0.1 −0.01; 4,775±100; ; 
NGTS-13b; Planet; ; 4.84±0.44; 1.142±0.046; 4.12; 0.0549+0.0015 −0.0025; 1,605±30; transit; 2021; 2150; 1.30+0.11 −0.18; 5,819±73; ; 
TOI-628 b; Planet; ; 6.33+0.29 −0.31; 1.060+0.041 −0.034; 3.4095675+0.0000070 −0.0000069; 0.04860+0.00080 −0.00094; 1,586+52 −40; transit; 2021; 582; 1.311+0.066 −0.075; 6,250+220 −190; ; 
TOI-640 b; Planet; ; 0.88±0.16; 1.771+0.060 −0.056; 5.0037775±0.0000048; 0.06608+0.00098 −0.0011; 1,749+26 −30; transit; 2021; 1115; 1.536+0.069 −0.076; 6,460+130 −150; ; 
TOI-1333 A b; Planet; ; 2.37±0.24; 1.396+0.056 −0.054; 4.720219±0.000011; 0.0626+0.0011 −0.0012; 1,679+35 −34; transit; 2021; 653; 1.464+0.076 −0.079; 6,274±97; ; 
TOI-1478 b; Planet; ; 0.847+0.052 −0.048; 1.061+0.040 −0.038; 10.180249±0.000015; 0.0903+0.0018 −0.0013; 918±11; transit; 2021; 498; 0.946+0.059 −0.041; 5,595+83 −81; ; 
TOI-1601 b; Planet; ; 0.99±0.11; 1.239+0.046 −0.039; 5.331751±0.000011; 0.06864+0.00079 −0.00075; 1,619+24 −23; transit; 2021; 1096; 1.517+0.053 −0.049; 5,948+87 −89; ; 
OGLE-2019-BLG-0960Lb; Planet; ; 0.0071±0.0027; ; ; 1.75±0.55; ; microlensing; 2021; 2,900±1000; 0.45±0.15; ; ; 
HD 110113 b; Planet; ; 0.0143±0.0020; 0.183±0.011; 2.541+0.0005 −0.001; 0.035±0.001; 1,371±14; transit; 2021; 346.5±2.3; 0.99±0.08; 5730; ; 
HD 110113 c; Planet; ; 0.0330±0.0038; ; 6.744+0.008 −0.009; 0.068+0.001 −0.002; 990±10; radial vel.; 2021; 346.5±2.3; 0.99±0.08; 5730; ; 
KOI-5Ab; Planet; ; 0.179; 0.63; 5; ; ; transit; 2021; 1,870±70; 1.13; 5861; ; 
TOI-178b; Planet; ; 0.0047+0.0012 −0.0013; 0.102±0.006; 1.914558±0.000018; 0.02607±0.00078; 1,040+22 −21; transit; 2021; 205.16±0.03; 0.650+0.027 −0.029; 4,316±70; ; 
TOI-178c; Planet; ; 0.015+0.0017 −0.0021; 0.149+0.01 −0.008; 3.238450+0.000020 −0.000019; 0.0370±0.0011; 873±18; transit; 2021; 205.16±0.03; 0.650+0.027 −0.029; 4,316±70; ; 
TOI-178d; Planet; ; 0.0094+0.0025 −0.0032; 0.229±0.006; 6.557700±0.000016; 0.0592±0.0018; 690±14; transit; 2021; 205.16±0.03; 0.650+0.027 −0.029; 4,316±70; ; 
TOI-178e; Planet; ; 0.0121+0.0039 −0.0029; 0.197+0.007 −0.008; 9.961881±0.000042; 0.0783+0.0023 −0.0024; 600±12; transit; 2021; 205.16±0.03; 0.650+0.027 −0.029; 4,316±70; ; 
TOI-178f; Planet; ; 0.0242+0.0052 −0.0047; 0.204±0.009; 15.231915+0.000115 −0.000095; 0.1039±0.0031; 521±11; transit; 2021; 205.16±0.03; 0.650+0.027 −0.029; 4,316±70; ; 
TOI-178g; Planet; ; 0.0123+0.0041 −0.0050; 0.256+0.012 −0.011; 20.70950+0.00014 −0.00011; 0.1275+0.0038 −0.0039; 470±10; transit; 2021; 205.16±0.03; 0.650+0.027 −0.029; 4,316±70; ; 
HD 183579 b; Planet; ; 0.0620+0.0126 −0.0123; 0.317+0.013 −0.011; 17.471278+0.000058 −0.000060; 0.1334+0.0062 −0.0061; 769+17 −13; transit; 2021; 186.1±0.8; 1.031+0.025 −0.026; 5,788±44; ; 
KMT-2019-BLG-0371b; Planet; ; 7.70+11.34 −3.90; ; ; 0.79+0.14 −0.16; ; microlensing; 2021; 2,3000+3,000 −4,000; 0.09+0.14 −0.05; ; ; 
HD 5278 b; Planet; ; 0.0245+0.0047 −0.0044; 0.219±0.004; 14.339156+0.000049 −0.000047; 0.1202±0.0013; 943±13; transit; 2021; 183.1±2.7; 1.126+0.036 −0.035; 6,203±64; ; 
HD 5278 c; Planet; ; 0.0579+0.0057 −0.0060; ; 0.2416±0.0027; 0.1202±0.0013; 943±13; radial vel.; 2021; 183.1±2.7; 1.126+0.036 −0.035; 6,203±64; ; 
KMT-2018-BLG-1025Lb; Planet; ; 0.0191+0.0258 −0.0104; ; ; 1.305+0.194 −0.227; ; microlensing; 2021; 22,000±3,000; 0.219+0.297 −0.120; ; ; 
Gliese 1151b; Planet; ; 0.0079±0.0016; ; 2.02; 0.01735+0.00065 −0.00070; ; radial vel.; 2021; 26.23±0.01; 0.154; 3,143±26; ; 
TOI-558b; Planet; ; 3.61±0.15; 1.086+0.041 −0.038; 14.574071±0.000026; 0.1291+0.0020 −0.0021; 1,061+13 −12; transit; 2021; 1,312±17; 1.349+0.064 −0.065; 6,466+95 −93; ; 
TOI-559b; Planet; ; 6.01+0.24 −0.23; 1.091+0.028 −0.025; 6.9839095±0.0000051; 0.0723±0.0013; 1,180+18 −16; transit; 2021; 761±7; 1.026±0.057; 5,925+85 −76; ; 
Candidate 1; Planet; ; 0.062-0.157; 0.3011-0.6386; ; ; ; imaging; 2021; 4.37; ; Imaged near Alpha Centauri A; ; 
HD 13808 b; Planet; ; 0.0346; ; 14.2; 0.11; ; radial vel.; 2021; 92.2; 0.771±0.022; 5,035±50; ; 
HD 13808 c; Planet; ; 0.0315; ; 53.8; 0.26; ; radial vel.; 2021; 92.2; 0.771±0.022; 5,035±50; ; 
TOI 451 b; Planet; ; ; 0.1732+0.0134 −0.0116; 1.858701+0.000027 −0.000033; 0.0271+0.0023 −0.0038; 1,524+100 −60; transit; 2021; 405.1±1.3; 0.94±0.025; 5,550±56; ; 
TOI 451 c; Planet; ; ; 0.2741±0.0125; 9.192523+0.000064 −0.000084; 0.0771+0.0066 −0.0093; 903+53 −36; transit; 2021; 405.1±1.3; 0.94±0.025; 5,550±56; ; 
TOI 451 d; Planet; ; ; 0.3598±0.0134; 16.364981+0.000047 −0.000049; 0.1255+0.0057 −0.0065; 708+15 −12; transit; 2021; 405.1±1.3; 0.94±0.025; 5,550±56; ; 
HD 110082 b; Planet; ; ; 0.2857±0.0089; 10.18271±0.00004; 0.113+0.009 −0.013; ; transit; 2021; 342.8±0.9; 1.21±0.06; 6,200±100; ; 
OGLE-2018-BLG-0567Lb; Planet; ; 0.32+0.34 −0.16; ; ; 2.72+0.49 −0.55; ; microlensing; 2021; 23,000±3,000; 0.24+0.16 −0.13; ; ; 
OGLE-2018-BLG-0962Lb; Planet; ; 1.37+0.80 −0.72; ; ; 3.57+0.68 −1.02; ; microlensing; 2021; 21,000+3,000 −5,000; 0.55+0.32 −0.29; ; ; 
Gliese 740 b; Planet; ; 0.0093±0.0016; ; 2.37756+0.00013 −0.00011; 0.029±0.001; 829+40 −50; radial vel.; 2021; 36.21±0.02; 0.58±0.06; 3,913±21; ; 
OGLE-2018-BLG-1428Lb; Planet; ; 0.77+0.77 −0.53; ; ; 3.30+0.59 −0.83; ; microlensing; 2021; 20,000+3,000 −5,000; 0.43+0.33 −0.22; ; ; 
LHS 1478 b; Planet; ; 0.0073±0.0006; 0.111±0.004; 1.9495378+0.0000040 −0.0000041; 0.01848+0.00061 −0.0006; 595+10 −9; transit; 2021; 59.40±0.03; 0.236±0.012; 3,381±54; ; 
TOI-1685 b; Planet; ; 0.0121±0.030; 0.131±0.006; 0.6691425±0.0000037; 0.01156±0.00009; 1,052±21; transit; 2021; 122.68±0.09; 0.495±0.019; 3,434±51; ; 
TOI-1685 c; Planet; ; 0.0290±0.0065; ; 9.025+0.104 −0.119; ; 449.1±6.9; radial vel.; 2021; 122.68±0.09; 0.495±0.019; 3,434±51; ; 
KMT-2020-BLG-0414Lb; Planet; ; 0.0032; ; ; 0.15; ; microlensing; 2021; 3,300±300; 0.3; ; ; 
HD 39474 b; Planet; ; 0.42+0.05 −0.03; 1.008+0.012 −0.015; 52.97818+0.00004 −0.00004; 0.30+0.02 −0.03; 759+37 −26; transit; 2021; 372.5±1.1; 1.316±0.027; 6,394±75; ; 
Gliese 486 b; Planet; ; 0.0089±0.0004; 0.117±0.006; 1.467119+0.000031 −0.000030; 0.01734+0.00026 −0.00027; 701±13; transit; 2021; 26.344±0.013; 0.323±0.015; 3,340±54; ; 
NGTS-15b; Planet; ; 0.751+0.102 −0.088; 1.10±0.10; 3.27623±0.00001; 0.0441±0.0046; 1,146±47; transit; 2021; 2,580±60; 0.995±0.015; 5,600±150; ; 
NGTS-16b; Planet; ; 0.667+0.157 −0.129; 1.30+0.13 −0.12; 4.84532±0.00002; 0.0523±0.0064; 1,177±59; transit; 2021; 2,910+95 −75; 1.002±0.011; 5,550±150; ; 
NGTS-17b; Planet; ; 0.764+0.195 −0.164; 1.24±0.11; 3.24253±0.00001; 0.0391±0.0043; 1,457±50; transit; 2021; 3,420±90; 1.025+0.015 −0.014; 5,650±100; ; 
NGTS-18b; Planet; ; 0.409+0.081 −0.063; 1.21±0.18; 3.05125±0.00001; 0.0448±0.0068; 1,381+55 −53; transit; 2021; 3,610±140; 1.003+0.020 −0.012; 5,610±150; ; 
OGLE-2019-BLG-1053Lb; Planet; ; 0.0078+0.0037 −0.0031; ; ; 3.4±0.5; ; microlensing; 2021; 22,000+3,000 −2,000; 0.61+0.29 −0.24; ; ; 
TOI-1634 b; Planet; ; 0.0313±0.0030; 0.158±0.007; 0.9893457±0.0000034; 0.01491±0.00015; 921±21; transit; 2021; 114.40±0.08; 0.452±0.014; 3,472±48; ; 
KMT-2019-BLG-1715; Planet; ; 2.56+1.13 −1.16; ; ; 3.32+0.82 −0.92; ; microlensing; 2021; 13,000±3,000; 0.61+0.27 −0.28; ; ; 
OGLE-2018-BLG-1185b; Planet; ; 0.026+0.025 −0.015; ; ; 1.54+0.18 −0.22; ; microlensing; 2021; 24,000+2,000 −3,000; 0.37+0.35 −0.21; ; ; 
TOI-1260 b; Planet; ; 0.0271+0.0043 −0.0037; 0.208+0.009 −0.008; 3.12748+0.000047 −0.000038; 0.0366+0.0022 −0.0036; 860+47 −31; transit; 2021; 239.5±0.3; 0.66±0.01; 4,227±85; ; 
TOI-1260 c; Planet; ; 0.0373+0.0106 −0.0102; 0.252±0.013; 7.49325+0.00015 −0.00013; 0.0656+0.0039 −0.0065; 643+35 −23; transit; 2021; 239.5±0.3; 0.66±0.01; 4,227±85; ; 
KMT-2018-BLG-1976Lb; Planet; ; 1.96+1.23 −1.12; ; ; 2.04+0.72 −0.83; ; microlensing; 2021; 19,000±2,000; 0.65+0.41 −0.37; ; ; 
KMT-2018-BLG-1996Lb; Planet; ; 1.22+0.72 −0.63; ; ; 1.97+0.51 −0.25; ; microlensing; 2021; 19,000±2,000; 0.69+0.40 −0.38; ; ; 
OGLE-2019-BLG-0954Lb; Planet; ; 14.2+9.9 −7.5; ; ; 2.65+0.89 −1.20; ; microlensing; 2021; 12,000+1,000 −2,000; 0.80+0.55 −0.42; ; ; 
YSES 2 b; Planet; ; 6.3+1.6 −0.9; ; ; 115; ; imaging; 2021; 356.4±0.5; 1.10±0.03; 4,749±40; ; 
KMT-2016-BLG-2605b; Planet; ; 0.8+1.2 −0.4; ; ; 0.68±0.11; ; microlensing; 2021; 21,000±3,000; 0.065+0.10 −0.035; ; ; 
TOI-1431 b; Planet; ; 3.14+0.19 −0.18; 1.51±0.06; 2.65022±0.00001; 0.047±0.002; 2,370±100; transit; 2021; 488±3; 1.90+0.10 −0.08; 7,690+400 −250; ; 
TOI-269 b; Planet; ; 0.0277±0.0044; 0.247±0.011; 3.697723+0.000018 −0.000017; 0.0345±0.0015; 531±25; transit; 2021; 186.01±0.25; 0.3917±0.0095; 3,514±70; ; 
TOI-220 b; Planet; ; 0.0434±0.0031; 0.271±0.013; 10.695264; 0.08911±0.0010; 805±21; transit; 2021; 290±13; 0.825±0.028; 5,298±65; ; 
TOI 1062 b; Planet; ; 0.0320±0.0026; 0.202±0.008; 4.11412+0.0014 −0.0015; 0.052; 1,077+10 −9; transit; 2021; 268.7±0.2; 0.94±0.02; 5,328±56; ; 
TOI 1062 c; Planet; ; 0.0294±0.0039; ; 7.978+0.021 −0.023; 0.080+0.013 −0.012; 859+9 −8; radial vel.; 2021; 268.7±0.2; 0.94±0.02; 5,328±56; ; 
Kepler-129d; Planet; ; 8.3+1.1 −0.7; ; 2646+140 −94; 4.0±0.1; ; radial vel.; 2021; 1,349±14; 1.18; 5770; ; 
Gliese 9689 b; Planet; ; 0.0304±0.0046; ; 18.27±0.01; 0.1139±0.0039; 453±39; radial vel.; 2021; 100.10±0.04; 0.59±0.06; 3,836±69; ; 
TOI-1231 b; Planet; ; 0.0485±0.0104; 0.326±0.014; 24.245586+0.000064 −0.000066; 0.1288+0.0021 −0.0022; 330; transit; 2021; 89.68±0.04; 0.485±0.024; 3,553±31; ; 
TIC 172900988 b; Planet; ; 2.84±0.25; 1.009±0.043; 196.5±7.7; ; ; transit; 2021; 799±9; 1.24 and 1.20; 6050 and 5983; ; 
TOI-1444 b; Planet; ; 0.0122±0.0022; 0.125±0.006; 0.4702694±0.0000044; 0.1288+0.0021 −0.0022; 330; transit; 2021; 408.9±0.5; 0.934±0.038; 5,430±90; ; 
BD+45 0564 b; Planet; ; 1.36±0.12; ; 307.88±1.47; 0.83±0.04; ; radial vel.; 2021; 174±2; 0.81±0.07; 5,004±50; ; 
BD+55 0362 b; Planet; ; 0.72±0.08; ; 265.59±1.04; 0.78±0.05; ; radial vel.; 2021; 168±2; 0.909±0.099; 5,012±78; ; 
BD+63 1405 b; Planet; ; 3.96±0.31; ; 1,198.48±60.79; 2.06±0.14; ; radial vel.; 2021; 124.4±1.2; 0.82±0.08; 5,000±53; ; 
HD 124330 b; Planet; ; 0.75±0.06; ; 270.66±1.21; 0.86±0.04; ; radial vel.; 2021; 198±3; 1.15±0.079; 5,873±19; ; 
HD 155193 b; Planet; ; 0.75±0.06; ; 352.65±2.58; 1.04±0.04; ; radial vel.; 2021; 186±6; 1.221±0.083; 6,239±20; ; 
HD 331093 b; Planet; ; 1.50±0.11; ; 621.62±16.11; 1.44±0.07; ; radial vel.; 2021; 164.07±0.14; 1.030±0.079; 5,544±33; ; 
HD 107148 c; Planet; ; 0.0626+0.0097 −0.0098; ; 18.3267+0.0022 −0.0024; 0.1406±0.0018; ; radial vel.; 2021; 161.4±0.4; 1.1±0.1; 5,789±36; ; 
HD 136925 b; Planet; ; 0.84+0.078 −0.074; ; 4,540+160 −140; 5.13+0.12 −0.11; ; radial vel.; 2021; 156.2; ; 5715; ; 
Lambda Serpentis b; Planet; ; 0.0428+0.0047 −0.0045; ; 15.5083+0.0016 −0.0018; 0.1238±0.002; ; radial vel.; 2021; 38.87±0.07; 1.14; 5,884±4; ; 
HD 156668 c; Planet; ; 0.0991+0.0079 −0.0077; ; 811.3+5.2 −5.3; 1.570±0.017; ; radial vel.; 2021; 79.34±0.03; 0.772±0.020; 4,850±88; ; 
HD 164922 e; Planet; ; 0.0331±0.0031; ; 41.763±0.012; 0.2293+0.0026 −0.0027; ; radial vel.; 2021; 71.69±0.03; 0.874±0.012; 5,293±32; ; 
HD 168009 b; Planet; ; 0.0300+0.0038 −0.0037; ; 15.1479+0.0035 −0.0037; 0.1192+0.0017 −0.0018; ; radial vel.; 2021; 75.97±0.03; 0.99; 5,792±80; ; 
HD 213472 b; Planet; ; 3.48+1.10 −0.59; ; 16,700+12,000 −4,800; 13.0+5.7 −2.6; ; radial vel.; 2021; 210.6; ; ; ; 
HD 24040 c; Planet; ; 0.201±0.027; ; 515.4+2.2 −2.5; 1.3±0.021; ; radial vel.; 2021; 152.3±0.4; 1.14±0.02; 5,917±52; ; 
HD 26161 b; Planet; ; 13.5+8.5 −3.7; ; 32,000+21,000 −10,000; 20.4+7.9 −4.9; ; radial vel.; 2021; 133.6±0.3; ; ; ; 
HD 3765 b; Planet; ; 0.173+0.014 −0.013; ; 1,211+15 −16; 2.108+0.032 −0.033; ; radial vel.; 2021; 78.5±0.1; ; ; ; 
HD 66428 c; Planet; ; 27+22 −17; ; 39,000+56,000 −18,000; 23.0+19.0 −7.6; ; radial vel.; 2021; 174.1±0.7; 1.09±0.02; 5,773±55; ; 
HD 68988 c; Planet; ; 15.0+2.8 −1.5; ; 16,100+11,000 −3,500; 13.2+5.3 −2.0; ; radial vel.; 2021; 198.8±0.6; 1.16±0.01; 5,919±11; ; 
Lalande 21185 c; Planet; ; 0.0568+0.0091 −0.0083; ; 3190+200 −170; 3.1+0.13 −0.11; ; radial vel.; 2021; 8.31±0.01; 0.390±0.011; 3,601±51; ; 
G 264-12 b; Planet; ; 0.0079±0.0009; ; 2.30538±0.00031; 0.02279±0.00061; 587±16; radial vel.; 2021; 52.14±0.03; 0.297±0.024; 3,326±54; ; 
G 264-12 c; Planet; ; 0.0118±0.0015; ; 8.0518±0.0034; 0.0525±0.0014; 387±11; radial vel.; 2021; 52.14±0.03; 0.297±0.024; 3,326±54; ; 
Gliese 393 b; Planet; ; 0.0054±0.0008; ; 7.02679+0.00082 −0.00085; 0.05402±0.00072; 485±11; radial vel.; 2021; 22.956±0.008; 0.426±0.017; 3,579±51; ; 
TOI-674b; Planet; ; 0.0739±0.0104; 0.470±0.016; 1.977143±0.000003; 0.0231±0.0007; 661±14; transit; 2021; 150.86±0.11; 0.442±0.007; 3,505+28 −32; ; 
HD 152843 b [ja]; Planet; ; 0.0364+0.0207 −0.0193; 0.304±0.012; 11.6264+0.0022 −0.0025; 0.1053+0.003 −0.0031; ; transit; 2021; 352.0±1.0; 1.15±0.04; 6,310±100; ; 
HD 152843 c [ja]; Planet; ; 0.0865; 0.521±0.013; 24.38+6.23 −3.4; ; ; transit; 2021; 352.0±1.0; 1.15±0.04; 6,310±100; ; 
KMT-2019-BLG-0253b; Planet; ; 0.029+0.016 −0.013; ; ; 3.1+0.8 −0.9; ; microlensing; 2021; 16,000+6,000 −5,000; 0.70+0.34 −0.31; ; ; 
OGLE-2018-BLG-0506; Planet; ; 0.051+0.038 −0.027; ; ; 3.0+0.7 −0.8; ; microlensing; 2021; 18,000±5,000; 0.63+0.37 −0.32; ; ; 
OGLE-2018-BLG-0516; Planet; ; 0.063+0.052 −0.034; ; ; 2.2+0.8 −0.7; ; microlensing; 2021; 7,000+3,000 −2,000; 0.47+0.38 −0.25; ; ; 
OGLE-2019-BLG-1492; Planet; ; 0.117+0.079 −0.061; ; ; 2.7±0.9; ; microlensing; 2021; 18,000+6,000 −7,000; 0.68±0.34; ; ; 
OGLE-2018-BLG-0977; Planet; ; 0.020+0.016 −0.012; ; ; 2.0+0.6 −0.5; ; microlensing; 2021; 7,000±2,000; 0.47+0.38 −0.27; ; ; 
TOI-1789 b; Planet; ; 0.70±0.16; 1.40+0.22 −0.13; 3.208666±0.000016; 0.04873+0.00065 −0.0016; 1,929+28 −18; transit; 2021; 729±3; 1.499+0.061 −0.15; 5,984+55 −57; ; 
TOI-942 b; Planet; ; ; 0.347+0.022 −0.020; 4.32421±0.000019; 0.04866+0.00016 −0.00013; ; transit; 2021; 493.9±1.0; 0.8220+0.0079 −0.0064; ; ; 
TOI-942 c; Planet; ; ; 0.417+0.030 −0.027; 10.156272+0.000037 −0.000034; 0.08598+0.00027 −0.00022; ; transit; 2021; 493.9±1.0; 0.8220+0.0079 −0.0064; ; ; 
KMT-2018-BLG-1743; Planet; ; 0.245+0.339 −0.135; ; ; 1.449+0.209 −0.229; ; microlensing; 2021; 21,000±3,000; 0.193+0.268 −0.107; ; ; 
TOI-1749 b; Planet; ; 0.060+0.07 −0.04; 0.124±0.018; 2.388821+0.000057 −0.000073; 0.0291±0.0005; 831±18; transit; 2021; 324.8±0.4; 0.58±0.03; 3,985±55; ; 
TOI-1749 c; Planet; ; 0.007+0.018 −0.005; 0.189±0.011; 4.489010+0.000040 −0.000061; 0.0443±0.0008; 673±15; transit; 2021; 324.8±0.4; 0.58±0.03; 3,985±55; ; 
TOI-1749 d; Planet; ; 0.014+0.020 −0.011; 0.225±0.013; 9.04455±0.00012; 0.0707±0.0012; 533±12; transit; 2021; 324.8±0.4; 0.58±0.03; 3,985±55; ; 
HD 27969 b; Planet; ; 4.80+0.24 −0.23; ; 654.5+5.7 −5.8; 1.552+0.032 −0.033; 261±11; radial vel.; 2021; ; 1.16±0.07; 5,966±21; ; 
HD 80869 b; Planet; ; 4.86+0.65 −0.29; ; 1711.7+9.3 −9.6; 2.878+0.045 −0.046; 203.2+6.8 −5.5; radial vel.; 2021; ; 1.08±0.05; 5,837±15; ; 
HD 95544 b; Planet; ; 6.84±0.31; ; 2172+23 −21; 3.386+0.075 −0.077; 156.5+5.4 −5.5; radial vel.; 2021; ; 1.09±0.07; 5,722±15; ; 
HD 109286 b; Planet; ; 2.99±0.15; ; 520.1±2.3; 1.259±0.021; 259.4±5.5; radial vel.; 2021; ; 0.98±0.05; 5,694±23; ; 
HD 115954 b; Planet; ; 8.29+0.75 −0.58; ; 3700+1500 −390; 5.00+1.3 −0.36; 144.9+8.1 −13; radial vel.; 2021; ; 1.18±0.06; 5,957±26; ; 
HD 211403 b; Planet; ; 5.54+0.39 −0.38; ; 223.8±0.41; 0.768±0.013; 380±13; radial vel.; 2021; ; 1.20±0.06; 6,273±44; ; 
Kepler-1704b; Planet; ; 4.15±0.29; 1.065+0.043 −0.041; 988.88113+0.00091 −0.00092; 2.026+0.024 −0.031; 253.8+3.7 −4.1; transit; 2021; 2,690±40; 1.131+0.040 −0.051; 5,745+88 −89; ; 
TOI-532b; Planet; ; 0.1935+0.0305 −0.0293; 0.520±0.017; 2.3266508±0.0000030; 0.0296±0.00035; 867±18; transit; 2021; 439.1±1.2; 0.639±0.023; 3,927±37; ; 
TOI-2406b; Planet; ; 0.0286+0.0223 −0.0126; 0.263+0.015 −0.014; 3.0766896±0.0000065; 0.0228±0.0016; 447±15; transit; 2021; 181.4±0.4; 0.162±0.008; 3,100±75; ; 
KIC 8121913 b; Planet; ; 2.1±0.4; ; 3.294601+0.000013 −0.00022; ; ; orbital brightness modulation; 2021; 2350; 1.456+0.069 −0.15; 5,975.3+110.2 −109.4; ; 
KIC 10068024 b; Planet; ; 2.0±0.4; ; 2.073549+0.000008 −0.000177; ; ; orbital brightness modulation; 2021; 3600; 1.22+0.175 −0.139; 6,118.4+127.2 −121.2; ; 
KIC 5479689 b; Planet; ; 0.5+0.4 −0.1; ; 1.701531+0.000008 −0.000419; ; ; orbital brightness modulation; 2021; 1504; 0.966+0.03 −0.04; 5,459.1+90.0 −85.2; ; 
LTT 1445 Ac; Planet; ; 0.0048±0.0006; 0.103; 3.1239; 0.02661+0.00047 −0.00049; ; transit; 2021; 22.41±0.01; 0.256±0.014; 3,337±150; ; 
Luyten 98-59 e; Planet; ; 0.0094; ; 12.8; 0.071; ±350; radial vel.; 2021; 34.6; 0.32±0.03; 3,500±150; ; 
Luyten 98-59 f; Planet; ; 0.0078; ; 23.2; 0.103; ; radial vel.; 2021; 34.6; 0.32±0.03; 3,500±150; ; 
HD 191939 e; Planet; ; 0.34±0.01; ; 101.4±0.4; 0.397±0.005; 397±16; radial vel.; 2021; 175.1±0.2; 0.92; 5400; ; 
