Fund Name, Type, Replication method, Inception date, Fund size [M€], Distribution policy, WKN, ISIN, 
Xtrackers FTSE Developed Europe Ex UK Property UCITS ETF 1C, Real Estate Europe, Full replication, 27.08.14, 17, Accumulating, A118P8, IE00BP8FKB21, 
iShares European Property Yield UCITS ETF, Real Estate Europe, Full replication, 04.11.05, 930, Distributing, A0HGV5, IE00B0M63284, 
BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF QD, Real Estate Europe, Full replication, 08.07.04, 139, Distributing, A0ERY9, LU0192223062, 
BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF, Real Estate Europe, Full replication, 08.07.13, 73, Accumulating, A1W15E, LU0950381748, 
iShares STOXX Europe 600 Real Estate UCITS ETF (DE), Real Estate Europe, Full replication, 19.09.06, 71, Distributing, A0Q4R4, DE000A0Q4R44, 
WisdomTree New Economy Real Estate UCITS ETF USD Acc, Real Estate World, Full replication, 07.02.22, 1, Accumulating, A3C5TX, IE000MO2MB07, 
WisdomTree New Economy Real Estate UCITS ETF USD Dist, Real Estate World, Full replication, 07.02.22, 1, Distributing, A3C6JU, IE000X9TLGN8, 
SPDR Dow Jones Global Real Estate UCITS ETF, Real Estate World, Optimized; sampling, 23.10.12, 204, Distributing, A1J3PB, IE00B8GF1M35, 
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating, Real Estate World, Optimized; sampling, 16.10.19, 27, Accumulating, A2PRUC, IE00BH4GR342, 
CSIF (IE) FTSE EPRA Nareit Developed Green Blue UCITS ETF A USD, Real Estate World, Full replication, 26.06.20, 229, Distributing, A2P4U0, IE00BMDX0K95, 
BNP Paribas Easy FTSE EPRA Nareit Global Developed Green CTB UCITS ETF, Real Estate World, Full replication, 09.12.21, 22, Accumulating, A3C9H2, LU2365458905, 
Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF - Dist (EUR), Real Estate World, Swap based; Unfunded, 11.01.10, 116, Distributing, LYX0Y2, LU1832418773, 
Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF - Dist (USD), Real Estate World, Swap based; Unfunded, 17.02.10, 27, Distributing, LYX0Y1, LU1812091350, 
HSBC FTSE EPRA NAREIT Developed UCITS ETF USD, Real Estate World, Full replication, 20.06.11, 576, Distributing, A1JCM0, IE00B5L01S80, 
Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR, Real Estate World, Full replication, 17.11.16, 273, Accumulating, A2ATZC, LU1437018838, 
Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR EUR (D), Real Estate World, Full replication, 06.02.18, 65, Distributing, A2H9Q1, LU1737652823, 
HSBC FTSE EPRA NAREIT Developed UCITS ETF USD (Acc), Real Estate World, Full replication, 19.07.22, 19, Accumulating, A3DN5P, IE000G6GSP88, 
iShares Developed Markets Property Yield UCITS ETF, Real Estate World, Full replication, 20.10.06, 1102, Distributing, A0LEW8, IE00B1FZS350, 
iShares Developed Markets Property Yield UCITS ETF USD (Acc), Real Estate World, Full replication, 10.05.18, 267, Accumulating, A2JKTX, IE00BFM6T921, 
iShares Developed Markets Property Yield UCITS ETF EUR Hedged (Acc), Real Estate World, Full replication, 05.03.18, 39, Accumulating, A2JDYL, IE00BDZVHD04, 
VanEck Global Real Estate UCITS ETF, Real Estate World, Full replication, 14.04.11, 222, Distributing, A1T6SY, NL0009690239, 
iShares UK Property UCITS ETF, Real Estate United Kingdom, Full replication, 16.03.07, 609, Distributing, A0MZWN, IE00B1TXLS18, 
iShares UK Property UCITS ETF EUR Hedged (Acc), Real Estate United Kingdom, Full replication, 18.05.22, 10, Accumulating, A3DLEF, IE000FI414K7, 
iShares MSCI Target UK Real Estate UCITS ETF, Real Estate United Kingdom, Full replication, 16.03.15, 122, Distributing, A12DPU, IE00BRHZ0398, 
iShares US Property Yield UCITS ETF, Real Estate United States, Full replication, 03.11.06, 429, Distributing, A0LEW6, IE00B1FZSF77, 
Invesco US Real Estate Sector UCITS ETF, Real Estate United States, Swap based; Unfunded, 17.02.16, 33, Accumulating, A2ABQ2, IE00BYM8JD58, 
Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C, Money Market, Swap based; Unfunded, 25.05.07, 2864, Accumulating, DBX0AN, LU0290358497, 
Xtrackers II EUR Overnight Rate Swap UCITS ETF 1D, Money Market, Swap based; Unfunded, 11.03.08, 60, Distributing, DBX0A2, LU0335044896, 
Xtrackers Fed Funds Effective Rate Swap UCITS ETF 1C, Money Market, Swap based; Unfunded, 10.10.07, 229, Accumulating, DBX0A0, LU0321465469, 
Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF, Money Market, Full replication, 16.03.09, 119, Distributing, ETFL22, DE000ETFL227, 
Invesco Euro Cash 3 Months UCITS ETF Acc, Money Market, Optimized; sampling, 08.10.08, 48, Accumulating, A0RAC9, IE00B3BPCH51, 
Amundi ETF Govies 0-6 Months Euro Investment Grade UCITS ETF EUR (C), Money Market, Full replication, 29.06.09, 338, Accumulating, A0RNWC, FR0010754200, 
Lyxor Euro Overnight Return UCITS ETF - Acc, Money Market, Swap based; Unfunded, 13.09.07, 882, Accumulating, LYX0B6, FR0010510800, 
Lyxor Fed Funds US Dollar Cash UCITS ETF - Acc, Money Market, Swap based; Unfunded, 05.06.15, 104, Accumulating, LYX0T3, LU1233598447, 
Lyxor Fed Funds US Dollar Cash UCITS ETF - Dist, Money Market, Swap based; Unfunded, 06.03.20, 9, Distributing, LYX038, LU2090062352, 
Xtrackers Sterling Cash Swap UCITS ETF 1D, Money Market, Swap based; Unfunded, 10.10.07, 73, Distributing, DBX0A1, LU0321464652, 
abrdn Global Real Estate Active Thematics UCITS ETF USD Accumulating ETF, Active ETFs Real Estate, Full replication, 22.02.23, 10, Accumulating, A3D4VW, IE000GGQK173, 
AXA IM ACT Biodiversity Equity UCITS ETF USD Acc, Active ETFs Equity, Full replication, 31.08.22, 200, Accumulating, A3DHNP, IE000SBHVL31, 
AXA IM ACT Biodiversity Equity UCITS ETF EUR Hedged Acc, Active ETFs Equity, Full replication, 22.09.22, 126, Accumulating, A3DHNQ, IE0003IT72N9, 
AXA IM ACT Climate Equity UCITS ETF USD Acc, Active ETFs Equity, Full replication, 26.09.22, 222, Accumulating, A3DHNN, IE000Z8BHG02, 
AXA IM ACT Climate Equity UCITS ETF EUR Hedged Acc, Active ETFs Equity, Full replication, 13.10.22, 135, Accumulating, A3DHNM, IE000E66LX20, 
BlackRock ESG Multi-Asset Conservative Portfolio UCITS ETF EUR (Acc), Active ETFs Equity, Full replication, 08.09.20, 13, Accumulating, A2P1TT, IE00BLP53M98, 
BlackRock ESG Multi-Asset Conservative Portfolio UCITS ETF USD Hedged (Acc), Active ETFs Equity, Full replication, 29.03.22, 0, Accumulating, A3DGQB, IE00BLB2GQ94, 
BlackRock ESG Multi-Asset Growth Portfolio UCITS ETF EUR (Acc), Active ETFs Equity, Full replication, 08.09.20, 39, Accumulating, A2P1TV, IE00BLLZQ805, 
BlackRock ESG Multi-Asset Growth Portfolio UCITS ETF USD Hedged (Acc), Active ETFs Equity, Full replication, 29.03.22, 0, Accumulating, A3DGQD, IE00BLB2GS19, 
BlackRock ESG Multi-Asset Moderate Portfolio UCITS ETF EUR (Acc), Active ETFs Equity, Full replication, 08.09.20, 21, Accumulating, A2P1TU, IE00BLLZQS08, 
BlackRock ESG Multi-Asset Moderate Portfolio UCITS ETF USD Hedged (Acc), Active ETFs Equity, Full replication, 29.03.22, 2, Accumulating, A3DGQC, IE00BLB2GT26, 
Fidelity Sustainable Research Enhanced Emerging Markets Equity UCITS ETF Acc, Active ETFs Equity, Full replication, 24.11.20, 778, Accumulating, A2P2QA, IE00BLRPN388, 
Fidelity Sustainable Research Enhanced Europe Equity UCITS ETF Acc, Active ETFs Equity, Full replication, 18.05.20, 165, Accumulating, A2P0ZP, IE00BKSBGT50, 
Fidelity Sustainable Research Enhanced Global Equity UCITS ETF Acc, Active ETFs Equity, Full replication, 27.05.20, 38, Accumulating, A2P1GK, IE00BKSBGV72, 
Fidelity Sustainable Research Enhanced Japan Equity UCITS ETF Acc, Active ETFs Equity, Full replication, 01.12.20, 138, Accumulating, A2QD43, IE00BNGFMX61, 
Fidelity Sustainable Research Enhanced Japan Equity UCITS ETF INC-JPY, Active ETFs Equity, Full replication, 26.07.23, 1, Distributing, A3ENLE, IE000B5UZSG9, 
Fidelity Sustainable Research Enhanced Pacific ex-Japan Equity UCITS ETF Acc, Active ETFs Equity, Full replication, 03.12.20, 268, Accumulating, A2QD42, IE00BNGFMY78, 
Fidelity Sustainable Research Enhanced US Equity UCITS ETF Acc, Active ETFs Equity, Full replication, 21.05.20, 511, Accumulating, A2P0ZN, IE00BKSBGS44, 
First Trust Global Capital Strength ESG Leaders UCITS ETF Class A Accumulation, Active ETFs Equity, Full replication, 10.03.21, 28, Accumulating, A2QMAA, IE00BKPSPT20, 
HANetf Saturna Al-Kawthar Global Focused Equity UCITS ETF Acc, Active ETFs Equity, Sampling, 28.09.20, 9, Accumulating, A2P5A6, IE00BMYMHS24, 
HSBC Multi-Factor Worldwide Equity UCITS ETF USD, Active ETFs Equity, Full replication, 04.07.14, 1082, Distributing, A116RM, IE00BKZGB098, 
Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF Acc, Active ETFs Equity, Full replication, 31.07.19, 82, Accumulating, A2PHJT, IE00BJQRDN15, 
Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc, Active ETFs Equity, Full replication, 31.07.19, 115, Accumulating, A2PHJU, IE00BJQRDP39, 
Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Dist, Active ETFs Equity, Full replication, 07.09.22, -, Distributing, A3DSVS, IE0008YN55P8, 
Invesco Quantitative Strategies Global Equity Low Volatility Low Carbon UCITS ETF Acc, Active ETFs Equity, Full replication, 19.07.22, 4, Accumulating, A3DEWJ, IE000N42HDP2, 
Invesco Quantitative Strategies Global Equity Low Volatility Low Carbon UCITS ETF EUR PfHdg Acc, Active ETFs Equity, Full replication, 19.07.22, 44, Accumulating, A3DEWK, IE000XIBT2R7, 
JPMorgan AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc), Active ETFs Equity, Full replication, 15.02.22, 19, Accumulating, A3CPEP, IE00BMDV7354, 
JPMorgan AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (dist), Active ETFs Equity, Full replication, 15.02.22, 4, Distributing, A3CR8D, IE000P334X90, 
JPMorgan China A Research Enhanced Index Equity (ESG) UCITS ETF USD (acc), Active ETFs Equity, Full replication, 15.02.22, 18, Accumulating, A3CPEQ, IE00BMDV7578, 
JPMorgan China A Research Enhanced Index Equity (ESG) UCITS ETF USD (dist), Active ETFs Equity, Full replication, 15.02.22, 7, Distributing, A3CR0R, IE000DS9ZCL4, 
JPMorgan Climate Change Solutions UCITS ETF USD (Acc), Active ETFs Equity, Full replication, 14.06.22, 17, Accumulating, A3DGX9, IE000O8S1EX4, 
JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc), Active ETFs Equity, Full replication, 10.10.18, 616, Accumulating, A2DWM4, IE00BF4G7183, 
JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (dist), Active ETFs Equity, Full replication, 15.09.21, 10, Distributing, A3CYEH, IE000WGK3YY5, 
JPMorgan Eurozone Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc), Active ETFs Equity, Full replication, 26.04.22, 105, Accumulating, A3DEH3, IE00004PGEY9, 
JPMorgan Eurozone Research Enhanced Index Equity (ESG) UCITS ETF EUR (dist), Active ETFs Equity, Full replication, 26.04.22, 1, Distributing, A3DEJU, IE000783LRG9, 
JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (acc), Active ETFs Equity, Full replication, 06.12.18, 1066, Accumulating, A2DWM5, IE00BF4G6Z54, 
JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (dist), Active ETFs Equity, Full replication, 15.09.21, 4, Distributing, A3CYEF, IE000Y4K4833, 
JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (acc), Active ETFs Equity, Full replication, 10.10.18, 1942, Accumulating, A2DWM6, IE00BF4G6Y48, 
JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (dist), Active ETFs Equity, Full replication, 15.09.21, 33, Distributing, A3CYEG, IE000HFXP0D2, 
JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc), Active ETFs Equity, Full replication, 08.12.21, 417, Accumulating, A3C4Y4, IE0000UW95D6, 
JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 1, Accumulating, A3EGP9, IE0003JSNHV9, 
JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF USD (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 21, Accumulating, A3D5KQ, IE000BXC49I6, 
JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF USD (dist), Active ETFs Equity, Optimized; sampling, 09.08.23, 1, Distributing, A3D5KR, IE000FYTRRJ6, 
JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF CHF Hedged (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 0, Accumulating, A3D5KN, IE000RC2UNU0, 
JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR Hedged (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 0, Accumulating, A3D5KP, IE000UZIKD07, 
JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (acc), Active ETFs Equity, Full replication, 29.03.22, 84, Accumulating, A3CPER, IE00BP2NF958, 
JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (dist), Active ETFs Equity, Full replication, 29.03.22, 7, Distributing, A3CR8E, IE00005YSIA4, 
JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF ETF JPY (acc), Active ETFs Equity, Full replication, 07.10.22, 11, Accumulating, A3DQMS, IE0001A541Y3, 
JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF CHF Hedged (acc), Active ETFs Equity, Full replication, 09.08.22, 1, Accumulating, A3DQMR, IE0003B6RHN4, 
JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc), Active ETFs Equity, Full replication, 17.05.22, 2, Accumulating, A3DG6W, IE000QGWZZO0, 
JPMorgan UK Equity Core UCITS ETF GBP (acc), Active ETFs Equity, Full replication, 14.06.22, 112, Accumulating, A3DMXR, IE0009YQE5W1, 
JPMorgan UK Equity Core UCITS ETF GBP (dist), Active ETFs Equity, Full replication, 14.06.22, 24, Distributing, A3DMXS, IE000TZT3JJ0, 
JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF CHF Hedged (acc), Active ETFs Equity, Full replication, 26.04.22, 5, Accumulating, A3DG6Z, IE000K54GGV6, 
JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF USD (acc), Active ETFs Equity, Full replication, 10.10.18, 3279, Accumulating, A2DWM7, IE00BF4G7076, 
JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF USD (dist), Active ETFs Equity, Full replication, 16.12.19, 230, Distributing, A2PUSW, IE00BJ06C044, 
JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc), Active ETFs Equity, Full replication, 29.03.22, 25, Accumulating, A3C4Y6, IE000CN8T855, 
JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF USD (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 8, Accumulating, A3D5KU, IE00069JGT58, 
JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF USD (dist), Active ETFs Equity, Optimized; sampling, 09.08.23, 2, Distributing, A3D5KV, IE0002UMVXQ1, 
JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF CHF Hedged (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 0, Accumulating, A3D5KS, IE000F7TZ3H9, 
JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR Hedged (acc), Active ETFs Equity, Optimized; sampling, 09.08.23, 0, Accumulating, A3D5KT, IE0006HMLPV6, 
Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (EUR), Active ETFs Equity, Full replication, 05.04.18, 513, Accumulating, A2JFY7, IE00BF92LV92, 
Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (USD), Active ETFs Equity, Full replication, 05.04.18, 722, Accumulating, A2JFY6, IE00BF92LR56, 
Ossiam ESG Shiller Barclays CAPE© Europe Sector UCITS ETF 1D (EUR), Active ETFs Equity, Full replication, 17.12.21, 58, Distributing, A3C7KX, IE00080CTQA4, 
Ossiam ESG Shiller Barclays CAPE© Global Sector UCITS ETF 1A (EUR), Active ETFs Equity, Full replication, 24.04.23, 1, Accumulating, A3EB8T, IE000SVSL9U5, 
Ossiam ESG Shiller Barclays CAPE© Global Sector UCITS ETF 1A (USD), Active ETFs Equity, Full replication, 24.04.23, 8, Accumulating, A3EB8U, IE000X44UYY8, 
Ossiam Europe ESG Machine Learning UCITS ETF 1C (EUR), Active ETFs Equity, Full replication, 03.02.12, 42, Accumulating, A1JH10, LU0599612842, 
Ossiam Food for Biodiversity UCITS ETF 1A (EUR), Active ETFs Equity, Full replication, 30.12.20, 31, Accumulating, A2QEDN, IE00BN0YSK89, 
Ossiam Food for Biodiversity UCITS ETF 1A (USD), Active ETFs Equity, Full replication, 30.12.20, 6, Accumulating, A2QEDQ, IE00BN0YSJ74, 
Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A (EUR), Active ETFs Equity, Full replication, 02.05.19, 6, Accumulating, A2PG7C, IE00BJBLDK52, 
Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A (USD), Active ETFs Equity, Full replication, 02.05.19, 135, Accumulating, A2PG7B, IE00BJBLDJ48, 
VanEck Smart Home Active UCITS ETF, Active ETFs Equity, Full replication, 05.11.21, 11, Accumulating, A3CRL7, IE000FN81QD2, 
Xtrackers Portfolio UCITS ETF 1C, Active ETFs Equity, Full replication, 27.11.08, 523, Accumulating, DBX0BT, LU0397221945, 
AXA IM Euro Credit PAB UCITS ETF EUR Acc, Active ETFs Bonds, Full replication, 11.07.23, 157, Accumulating, A3EG2R, IE000JBB8CR7, 
Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF INC-USD, Active ETFs Bonds, Full replication, 23.03.21, 14, Distributing, A2QKWP, IE00BM9GRM34, 
Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF ACC-Euro (hedged), Active ETFs Bonds, Full replication, 24.10.22, 34, Accumulating, A3DW2T, IE0006QCIHM0, 
Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF ACC-GBP (hedged), Active ETFs Bonds, Full replication, 23.03.21, 496, Accumulating, A2QKYN, IE00BM9GRN41, 
Fidelity Sustainable Global Corporate Bond Paris-Aligned Multifactor UCITS ETF INC-USD (hedged), Active ETFs Bonds, Full replication, 24.10.22, 19, Distributing, A3DW2S, IE0005E8N9I1, 
Fidelity Sustainable Global High Yield Bond Paris-Aligned Multifactor UCITS ETF INC-USD, Active ETFs Bonds, Full replication, 07.11.22, -, Distributing, A3DU9R, IE0006OIQXE9, 
Fidelity Sustainable Global High Yield Bond Paris-Aligned Multifactor UCITS ETF INC-Euro (hedged), Active ETFs Bonds, Full replication, 17.01.23, 1, Distributing, A3D4DH, IE0006KNOFD1, 
Fidelity Sustainable Global High Yield Bond Paris-Aligned Multifactor UCITS ETF ACC-GBP (hedged), Active ETFs Bonds, Full replication, 07.11.22, -, Accumulating, A3DU9S, IE000C17QP01, 
Fidelity Sustainable Global High Yield Bond Paris-Aligned Multifactor UCITS ETF INC-USD (hedged), Active ETFs Bonds, Full replication, 17.01.23, -, Distributing, A3D4DG, IE000B8VAQZ8, 
Fidelity Sustainable USD EM Bond UCITS ETF, Active ETFs Bonds, Full replication, 25.03.21, 24, Distributing, A2QKWQ, IE00BM9GRP64, 
Fidelity Sustainable USD EM Bond UCITS ETF GBP Hedged, Active ETFs Bonds, Full replication, 25.03.21, 66, Accumulating, A2QKWS, IE00BM9GRQ71, 
First Trust FactorFX UCITS ETF Acc, Active ETFs Bonds, Full replication, 27.07.17, 1, Accumulating, A2AT6S, IE00BD5HBQ97, 
First Trust FactorFX UCITS ETF EUR Hedged Acc, Active ETFs Bonds, Full replication, 29.11.17, 1, Accumulating, A2AT6U, IE00BD5HBS12, 
First Trust FactorFX UCITS ETF GBP Hedged Acc, Active ETFs Bonds, Full replication, 29.11.17, 0, Accumulating, A2AT6T, IE00BD5HBR05, 
Franklin Euro Green Bond UCITS ETF, Active ETFs Bonds, Full replication, 29.04.19, 260, Accumulating, A2PB5T, IE00BHZRR253, 
Franklin Euro Short Maturity UCITS ETF (Dis), Active ETFs Bonds, Full replication, 25.06.18, 411, Distributing, A2JKUX, IE00BFWXDY69, 
Franklin Euro Short Maturity UCITS ETF (Acc), Active ETFs Bonds, Full replication, 24.04.23, 32, Accumulating, A3D8NT, IE000STIHQB2, 
Franklin USD Investment Grade Corporate Bond UCITS ETF, Active ETFs Bonds, Full replication, 25.06.18, 9, Distributing, A2JKUW, IE00BFWXDX52, 
Invesco EUR Corporate Bond ESG Multi-Factor UCITS ETF Acc, Active ETFs Bonds, Full replication, 22.06.22, 4, Accumulating, A3DE9Q, IE00021E4FE3, 
Invesco EUR Corporate Bond ESG Multi-Factor UCITS ETF Dist, Active ETFs Bonds, Full replication, 22.06.22, 20, Distributing, A3DE9S, IE0006LBEDV2, 
Invesco EUR Corporate Bond ESG Short Duration Multi-Factor UCITS ETF Acc, Active ETFs Bonds, Full replication, 22.06.22, 56, Accumulating, A3DE9R, IE000PA766T7, 
Invesco EUR Corporate Bond ESG Short Duration Multi-Factor UCITS ETF Dist, Active ETFs Bonds, Full replication, 07.09.22, -, Distributing, A3DSVR, IE000MUAJIF4, 
Invesco EUR Government and Related Green Transition UCITS ETF Acc, Active ETFs Bonds, Full replication, 21.04.23, 29, Accumulating, A3D3A5, IE0007BT2BH8, 
Invesco EUR Government and Related Green Transition UCITS ETF Dist, Active ETFs Bonds, Full replication, 21.04.23, 7, Distributing, A3D3A4, IE0008SEV3B2, 
JPMorgan EUR Corporate Bond 1-5 yr Research Enhanced Index (ESG) UCITS ETF, Active ETFs Bonds, Sampling, 06.12.18, 81, Accumulating, A2N76E, IE00BF59RW70, 
JPMorgan EUR Corporate Bond Research Enhanced Index (ESG) UCITS ETF, Active ETFs Bonds, Sampling, 06.12.18, 164, Accumulating, A2N76D, IE00BF59RX87, 
