Country,week day,day,meaning,type,notes
spain,Thursday,Apr 23,Castile and León Community Day,Regional Holiday,Castile and León
spain,Friday,Apr 24,Saint Vincent the Martyr,Regional Holiday,Valencia
spain,Friday,May 01,Labour Day,Public Holiday,International Workers' Day
spain,Saturday,May 02,Community Festival of Madrid,Regional Holiday,Madrid
spain,Sunday,May 03,Mother's Day,Not A Public Holiday,1st Sunday in May. Not a public holiday
spain,Wednesday,May 13,Saint Peter de Regalado,Regional Holiday,Valladolid
spain,Friday,May 15,Feast of St. Isidro,Regional Holiday,City of Madrid. Patron Saint of Madrid
spain,Sunday,May 17,Galician Literature Day,Regional Holiday,Galicia
spain,Monday,May 25,Whit Monday,Regional Holiday,Barcelona only
spain,Wednesday,May 27,Eid El Kebir,Regional Holiday,Ceuta; Melilla only. Feast of Sacrifice
spain,Saturday,May 30,Canary Islands Day,Regional Holiday,
spain,Sunday,May 31,Castilla-La Mancha Day,Regional Holiday,
spain,Thursday,Jun 04,Corpus Christi,Regional Holiday,Castilla-La Mancha. second Thursday after Whitsun
spain,Tuesday,Jun 09,Day of Murcia,Regional Holiday,
spain,Tuesday,Jun 09,La Rioja Day,Regional Holiday,
spain,Wednesday,Jun 24,Feast of St. John the Baptist,Regional Holiday,Some regions
spain,Saturday,Jul 25,St. James' Day,Regional Holiday,Patron saint of Spain
spain,Tuesday,Jul 28,Day of Cantabria Institutions,Regional Holiday,Cantabria
spain,Wednesday,Aug 05,Our Lady of Africa,Regional Holiday,Ceuta
spain,Saturday,Aug 15,Assumption Day,Public Holiday,
spain,Wednesday,Sep 02,Ceuta Day,Regional Holiday,
spain,Tuesday,Sep 08,Feast of Our Lady of Victories,Regional Holiday,
spain,Tuesday,Sep 08,Our Lady of San Lorenzo,Regional Holiday,Valladolid
spain,Friday,Sep 11,National Day of Catalonia,Regional Holiday,
spain,Thursday,Sep 17,Day of Melilla,Regional Holiday,Melilla
spain,Thursday,Sep 24,La Mercè,Regional Holiday,Barcelona
spain,Friday,Oct 09,Valencian Community Day,Not A Public Holiday,
spain,Monday,Oct 12,Hispanic Day,Public Holiday,National Day
spain,Sunday,Nov 01,All Saints' Day,Public Holiday,
spain,Monday,Nov 02,All Saints' Day (in lieu),Regional Holiday,Several regions
spain,Monday,Nov 09,Our Lady of the Almudena,Regional Holiday,City of Madrid Only
spain,Thursday,Dec 03,Feast of St. Francis Xavier,Regional Holiday,Navarra
spain,Sunday,Dec 06,Constitution Day,Public Holiday,
spain,Monday,Dec 07,Constitution Day (in lieu),Regional Holiday,Several regions
spain,Tuesday,Dec 08,Immaculate Conception Day,Public Holiday,
spain,Friday,Dec 25,Christmas Day,Public Holiday,
spain,Saturday,Dec 26,St. Stephen's Day,Regional Holiday,Balearic islands; Catalonia
sri-lanka,Saturday,Jan 03,Duruthu Full Moon Poya,National Holiday,
sri-lanka,Thursday,Jan 15,Tamil Thai Pongal Day,National Holiday,
sri-lanka,Sunday,Feb 01,Navam Full Moon Poya,National Holiday,
sri-lanka,Wednesday,Feb 04,National Day,National Holiday,
sri-lanka,Sunday,Feb 15,Mahasivarathri Day,National Holiday,
sri-lanka,Monday,Mar 02,Madin Full Moon Poya,National Holiday,
sri-lanka,Saturday,Mar 21,Id-Ul-Fitr,National Holiday,Ramazan Festival Day
sri-lanka,Wednesday,Apr 01,Bak Full Moon Poya,National Holiday,
sri-lanka,Friday,Apr 03,Good Friday,National Holiday,
sri-lanka,Monday,Apr 13,Sinhala and Tamil New Year Eve,National Holiday,Puthandu
sri-lanka,Tuesday,Apr 14,Sinhala and Tamil New Year,National Holiday,Puthandu
sri-lanka,Friday,May 01,Labour Day,National Holiday,International Workers' Day
sri-lanka,Friday,May 01,Vesak Full Moon Poya,National Holiday,Birth of Buddha
sri-lanka,Saturday,May 02,Vesak Full Moon Poya Holiday,National Holiday,
sri-lanka,Thursday,May 28,Idul Adha,National Holiday,Hajjhi Festival Day
sri-lanka,Saturday,May 30,Vesak Full Moon Poya,National Holiday,Second full moon in May
sri-lanka,Monday,Jun 29,Poson Full Moon Poya,National Holiday,
sri-lanka,Wednesday,Jul 29,Esala Full Moon Poya,National Holiday,
sri-lanka,Wednesday,Aug 26,Milad-Un-Nabi,National Holiday,Birthday of Prophet Muhammad
sri-lanka,Thursday,Aug 27,Nikini Full Moon Poya,National Holiday,
sri-lanka,Saturday,Sep 26,Binara Full Moon Poya,National Holiday,
sri-lanka,Sunday,Oct 25,Vap Full Moon Poya,National Holiday,
sri-lanka,Sunday,Nov 08,Deepavali Festival Day,National Holiday,Dewali
sri-lanka,Tuesday,Nov 24,Ill Full Moon Poya,National Holiday,
sri-lanka,Wednesday,Dec 23,Unduvap Full Moon Poya,National Holiday,
sri-lanka,Friday,Dec 25,Christmas Day,National Holiday,
sudan,Thursday,Jan 01,Independence Day,National Holiday,National Day
sudan,Wednesday,Jan 07,Coptic Christmas,National Holiday,
sudan,Friday,Mar 20,Eid-Ul-Fitr,National Holiday,End of Ramadan
sudan,Sunday,Apr 12,Coptic Easter,National Holiday,
sudan,Thursday,May 28,Eid Al Adha,National Holiday,Feast of the Sacrifice
sudan,Tuesday,Jun 16,Islamic New Year,National Holiday,Hijri New Year
sudan,Tuesday,Aug 25,Al-Mowlid,National Holiday,Birthday of Prophet Muhammad
sudan,Friday,Dec 25,Christmas Day,National Holiday,
suriname,Thursday,Jan 01,New Year's Day,National Holiday,
suriname,Tuesday,Feb 17,Chinese New Year,National Holiday,
suriname,Tuesday,Mar 03,Phagwah,National Holiday,
suriname,Friday,Mar 20,Idul Fitr,National Holiday,End of Ramadan
suriname,Friday,Apr 03,Good Friday,National Holiday,
suriname,Monday,Apr 06,Easter Monday,National Holiday,
suriname,Friday,May 01,Worker's Day,National Holiday,International Workers' Day
suriname,Thursday,May 28,Idul Adha,National Holiday,Feast of the Sacrifice
suriname,Wednesday,Jul 01,Emancipation Day,National Holiday,
suriname,Sunday,Aug 09,Indigenous People's Day,National Holiday,
suriname,Saturday,Oct 10,Maroons Day,National Holiday,
suriname,Sunday,Nov 08,Deepavali,National Holiday,Deepavali
suriname,Wednesday,Nov 25,Independence Day,National Holiday,National Day
suriname,Friday,Dec 25,Christmas Day,National Holiday,
suriname,Saturday,Dec 26,Day after Christmas,National Holiday,
sweden,Thursday,Jan 01,New Year's Day,Nyårsdagen,National Holiday,
sweden,Tuesday,Jan 06,Epiphany,Trettondedag jul,National Holiday 13th Day of Christmas
sweden,Friday,Apr 03,Good Friday,Långfredagen,National Holiday,
sweden,Sunday,Apr 05,Easter Sunday,Påskdagen,National Holiday,
sweden,Monday,Apr 06,Easter Monday,Annandag påsk,National Holiday,
sweden,Thursday,Apr 30,Walpurgis Night,Valborg,Not A Public Holiday,
sweden,Friday,May 01,Labour Day,Första Maj,National Holiday International Workers' Day
sweden,Thursday,May 14,Ascension Day,Kristi himmelsfärdsdag,National Holiday 39 days after Easter Sunday
sweden,Friday,May 15,The Friday after Ascension Day,Himmelsfärdsdag fredag,Not A Public Holiday May be given by some employers
sweden,Sunday,May 24,Pentecost Sunday,pingstdagen,National Holiday 50 Days after Easter
sweden,Sunday,May 31,Mother's Day,Mors dag,Not A Public Holiday Last Sunday in May. Not a public holiday
sweden,Saturday,Jun 06,National Day,Sveriges nationaldag,National Holiday,
sweden,Friday,Jun 19,Midsummer Eve,Midsommarafton,National Holiday De facto holiday
sweden,Saturday,Oct 31,All Saints' Day,Alla helgons dag,National Holiday Saturday between October 31 and November 6
sweden,Sunday,Nov 08,Father's Day,Fars dag,Not A Public Holiday 2nd Sunday in November. Not a public holiday
sweden,Thursday,Dec 24,Christmas Eve,Julafton,National Holiday De facto holiday
sweden,Friday,Dec 25,Christmas Day,Juldagen,National Holiday,
sweden,Saturday,Dec 26,Second Day of Christmas,Annandag jul,National Holiday,
sweden,Thursday,Dec 31,New Year's Eve,Nyårsafton,National Holiday De facto holiday
switzerland,Thursday,Jan 01,New Year's Day,National Holiday,
switzerland,Friday,Jan 02,Berchtolds Day,Regional Holiday,Many cantons
switzerland,Tuesday,Jan 06,Three King's Day,Regional Holiday,Graubünden; Lucerne; Schwyz; Ticino; Uri
switzerland,Sunday,Mar 01,Republic Day,Regional Holiday,Neuchâtel
switzerland,Thursday,Mar 19,St. Joseph's Day,Regional Holiday,Several cantons
switzerland,Thursday,Apr 02,Näfelser Fahrt,Regional Holiday,First Thursday in April
switzerland,Friday,Apr 03,Good Friday,Regional Holiday,Except Ticino; Valais
switzerland,Sunday,Apr 05,Easter Sunday,Not A Public Holiday,
switzerland,Monday,Apr 06,Easter Monday,Regional Holiday,Most cantons
switzerland,Monday,Apr 20,Sechselauten,Regional Holiday,Afternoon; Zurich
switzerland,Friday,May 01,May Day,Regional Holiday,Holiday in 11 cantons
switzerland,Sunday,May 10,Mother's Day,Not A Public Holiday,2nd Sunday in May
switzerland,Thursday,May 14,Ascension Day,National Holiday,39 days after Easter Sunday
switzerland,Monday,May 25,Whit Monday,Regional Holiday,Most cantons
switzerland,Thursday,Jun 04,Corpus Christi,Regional Holiday,Holiday in 10 cantons
switzerland,Sunday,Jun 07,Father's Day,Not A Public Holiday,1st Sunday in June
switzerland,Tuesday,Jun 23,Fête d'Indépendance,Regional Holiday,Jura
switzerland,Monday,Jun 29,Saint Peter and Saint Paul,Regional Holiday,Graubünden; Ticino only
switzerland,Saturday,Aug 01,National Day,National Holiday,
switzerland,Saturday,Aug 15,Assumption Day,Regional Holiday,Holiday in 13 cantons
switzerland,Saturday,Aug 15,Assumption Day,Regional Holiday,Several cantons
switzerland,Thursday,Sep 10,Jeûne genevois,Regional Holiday,Geneva. Thursday after 1st Sunday in September
switzerland,Monday,Sep 14,Knabenschiessen,Regional Holiday,Afternoon; Zurich
switzerland,Sunday,Sep 20,Swiss Federal Fast,Regional Holiday,All cantons except Geneva; Zug
switzerland,Monday,Sep 21,Bettagsmontag,Regional Holiday,Bern; Neuchâtel; Vaud
switzerland,Tuesday,Sep 22,St Mauritius' Day,Regional Holiday,Appenzell
switzerland,Friday,Sep 25,Saint Nicholas of Flüe,Regional Holiday,Obwalden
switzerland,Sunday,Nov 01,All Saints' Day,Regional Holiday,Many cantons
switzerland,Sunday,Nov 01,All Saints' Day,Regional Holiday,
switzerland,Tuesday,Dec 08,Immaculate Conception Day,Regional Holiday,Most cantons
switzerland,Thursday,Dec 24,Christmas Eve,Regional Holiday,Glarus
switzerland,Friday,Dec 25,Christmas Day,National Holiday,
switzerland,Saturday,Dec 26,St. Stephen's Day,Regional Holiday,Most Cantons
switzerland,Thursday,Dec 31,Restoration Day,Regional Holiday,Geneva
switzerland,Thursday,Dec 31,New Year's Eve,Regional Holiday,Glarus
syria,Thursday,Jan 01,New Year's Day,Public Holiday,
syria,Wednesday,Mar 18,Revolution Day,Public Holiday,
syria,Friday,Mar 20,Eid Al Fitr,Public Holiday,End of Ramadan
syria,Saturday,Mar 21,Mother's Day,Public Holiday,
syria,Saturday,Mar 21,Eid Al Fitr Holiday,Public Holiday,
syria,Sunday,Mar 22,Eid Al Fitr Holiday,Public Holiday,
syria,Sunday,Apr 05,Gregorian Easter,Public Holiday,
syria,Sunday,Apr 12,Julian Easter,Public Holiday,
syria,Friday,Apr 17,Evacuation Day,Public Holiday,National Day
syria,Friday,May 01,Labour Day,Public Holiday,International Workers' Day
syria,Thursday,May 28,Eid Al Adaha,Public Holiday,Feast of the Sacrifice
syria,Friday,May 29,Eid Al Adaha Holiday,Public Holiday,
syria,Saturday,May 30,Eid Al Adaha Holiday,Public Holiday,
syria,Tuesday,Jun 16,Islamic New Year,Public Holiday,Hijri New Year
syria,Tuesday,Aug 25,Mawlid,Public Holiday,Birthday of Prophet Muhammad
syria,Tuesday,Dec 08,Liberation Day,Public Holiday,
syria,Friday,Dec 25,Christmas,Public Holiday,
taiwan,Thursday,Jan 01,Republic Day,National Holiday,
taiwan,Sunday,Feb 15,Day before Lunar New Year's Eve,National Holiday,
taiwan,Monday,Feb 16,Lunar New Year's Eve,National Holiday,
taiwan,Tuesday,Feb 17,Lunar New Year,National Holiday,1st day of 1st lunar month
taiwan,Wednesday,Feb 18,Lunar New Year Holiday,National Holiday,
taiwan,Thursday,Feb 19,Lunar New Year Holiday,National Holiday,
taiwan,Friday,Feb 20,Lunar New Year Holiday,National Holiday,
taiwan,Friday,Feb 27,Peace Memorial Day (in lieu),National Holiday,
taiwan,Saturday,Feb 28,Peace Memorial Day,National Holiday,
taiwan,Tuesday,Mar 03,Lantern Festival,Not A Public Holiday,15th Day of 1st lunar month
taiwan,Friday,Apr 03,Children's Day,National Holiday,
taiwan,Sunday,Apr 05,Tomb-Sweeping Day,National Holiday,Tomb Sweeping Day
taiwan,Monday,Apr 06,Tomb-Sweeping Day (in lieu),National Holiday,Tomb Sweeping Day
taiwan,Friday,May 01,Labor day,National Holiday,International Workers' Day
taiwan,Sunday,May 10,Mother's Day,Not A Public Holiday,2nd Sunday in May. Not a public holiday
taiwan,Friday,Jun 19,Dragon Boat Festival,National Holiday,Tuen Ng Festival
taiwan,Saturday,Aug 08,Father's Day,Not A Public Holiday,Always on 8 August. Not a public holiday
taiwan,Friday,Sep 25,Mid-Autumn Festival,National Holiday,
taiwan,Monday,Sep 28,Teacher's Day,National Holiday,Birthday of Confucius
taiwan,Friday,Oct 09,National Day (in lieu),National Holiday,National Day
taiwan,Saturday,Oct 10,National Day,National Holiday,National Day
taiwan,Sunday,Oct 18,Double Ninth Day,Not A Public Holiday,Autumn Remembrance
taiwan,Sunday,Oct 25,Retrocession Day,Battle of Guningtou,National Holiday,
taiwan,Monday,Oct 26,Retrocession Day,Battle of Guningtou (in lieu),National Holiday,
taiwan,Friday,Dec 25,Constitution Day,National Holiday,
tajikistan,Thursday,Jan 01,New Year's Day,National Holiday,
tajikistan,Sunday,Mar 08,International Women's Day,National Holiday,
tajikistan,Friday,Mar 20,Ramadan Khait,National Holiday,End of Ramadan
tajikistan,Friday,Mar 20,Navruz,National Holiday,Perisan New Year
tajikistan,Saturday,Mar 21,Navruz Holiday,National Holiday,
tajikistan,Sunday,Mar 22,Navruz Holiday,National Holiday,
tajikistan,Friday,May 01,Labour Day,National Holiday,International Workers' Day
tajikistan,Saturday,May 09,Victory Day,National Holiday,
tajikistan,Monday,May 11,Victory Day (in lieu),National Holiday,
tajikistan,Thursday,May 28,Kurban Bairam,National Holiday,Feast of the Sacrifice
tajikistan,Saturday,Jun 27,National Unity Day,National Holiday,
tajikistan,Monday,Jun 29,National Unity Day (in lieu),National Holiday,
tajikistan,Wednesday,Sep 09,Independence Day,National Holiday,National Day
tajikistan,Thursday,Nov 05,Constitution Day,National Holiday,
tanzania,Thursday,Jan 01,New Year's Day,National Holiday,
tanzania,Monday,Jan 12,Zanzibar Revolution Day,National Holiday,
tanzania,Friday,Mar 20,Eid ul-Fitr,National Holiday,End of Ramadan
tanzania,Saturday,Mar 21,Eid ul-Fitr Holiday,National Holiday,Subject to confirmation
tanzania,Friday,Apr 03,Good Friday,National Holiday,
tanzania,Sunday,Apr 05,Easter Sunday,National Holiday,Work-free for Protestant
tanzania,Monday,Apr 06,Easter Monday,National Holiday,
tanzania,Tuesday,Apr 07,Karume Day,National Holiday,
tanzania,Sunday,Apr 26,Union Day,National Holiday,
tanzania,Friday,May 01,Labour Day,National Holiday,International Workers' Day
tanzania,Thursday,May 28,Eid El Haj,National Holiday,Subject to confirmation
tanzania,Tuesday,Jul 07,Saba Saba Day,National Holiday,
tanzania,Saturday,Aug 08,Nane Nane (Farmer's) Day,National Holiday,Peasants' Day
tanzania,Tuesday,Aug 25,Maulid Day,National Holiday,Subject to confirmation
tanzania,Wednesday,Oct 14,Mwalimu Nyerere Day,National Holiday,
tanzania,Wednesday,Dec 09,Independence Day,National Holiday,
tanzania,Friday,Dec 25,Christmas Day,National Holiday,
tanzania,Saturday,Dec 26,Boxing Day,National Holiday,
thailand,Thursday,Jan 01,New Year's Day,National Holiday,
thailand,Friday,Jan 02,New Year's Day Holiday,National Holiday,
thailand,Tuesday,Feb 17,Chinese New Year,Regional Holiday,Narathiwat; Pattani; Yala and Satun only
thailand,Tuesday,Mar 03,Makha Bucha,National Holiday,Date varies depending on the lunar cycle
thailand,Monday,Apr 06,Chakri Day,National Holiday,April 6th; or following Monday if it falls on a weekend
thailand,Monday,Apr 13,Songkran,National Holiday,Thai New Year
thailand,Tuesday,Apr 14,Songkran,National Holiday,
thailand,Wednesday,Apr 15,Songkran,National Holiday,
thailand,Friday,May 01,Labour Day,National Holiday,International Workers' Day
thailand,Monday,May 04,Coronation Day,National Holiday,
thailand,Monday,May 11,Royal Ploughing Ceremony,Government Holiday,Government. To be confirmed
thailand,Sunday,May 31,Visakha Bucha Day,National Holiday,Birth of Buddha
thailand,Monday,Jun 01,Visakha Bucha Day (in lieu),National Holiday,Birth of Buddha
thailand,Wednesday,Jun 03,H.M. Queen's Birthday,National Holiday,June 3rd; or following Monday if it falls on a weekend
thailand,Tuesday,Jul 28,H.M. King's Birthday,National Holiday,July 28 or following Monday if it falls on a weekend
thailand,Wednesday,Jul 29,Asahna Bucha Day,National Holiday,Date varies depending on the lunar cycle
thailand,Thursday,Jul 30,Buddhist Lent,Government Holiday,
thailand,Wednesday,Aug 12,H.M. Queen Mother's Birthday,National Holiday,
thailand,Wednesday,Aug 12,Mother's Day,Not A Public Holiday,
thailand,Thursday,Sep 24,Prince Mahidol Day,National Holiday,
thailand,Tuesday,Oct 13,The Passing of King Bhumibol,National Holiday,Oct 13th; or following Monday if it falls on a weekend
thailand,Friday,Oct 23,Chulalongkorn Day,National Holiday,Oct 23rd; or following Monday if it falls on a weekend
thailand,Saturday,Dec 05,Father's Day,Not A Public Holiday,
thailand,Monday,Dec 07,King Bhumibol's Birthday,National Holiday,Dec 5th; or following Monday if it falls on a weekend
thailand,Thursday,Dec 10,Thailand Constitution Day,National Holiday,Dec 10th; or following Monday if it falls on a weekend
thailand,Thursday,Dec 31,New Year's Eve,National Holiday,
togo,Thursday,Jan 01,New Year's Day,National Holiday,
togo,Friday,Mar 20,Korité,National Holiday,End of Ramadan
togo,Monday,Apr 06,Easter Monday,National Holiday,
togo,Monday,Apr 27,Independence Day,National Holiday,National Day
togo,Friday,May 01,Labour Day,National Holiday,International Workers' Day
