name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon/0,typeofpokemon/1,weaknesses/0,weaknesses/1,weaknesses/2,weaknesses/3,evolutions/0,evolutions/1,evolutions/2,abilities/0,hp,attack,defense,special_attack,special_defense,speed,total,male_percentage,female_percentage,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,weaknesses/4,evolutions/3,weaknesses/5,weaknesses/6,evolutions/4,evolutions/5,evolutions/6,evolutions/7,evolutions/8
Crabominable,#740,https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.","It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.","5' 07""",Woolly Crab,396.8 lbs,Fighting,Ice,Steel,Fire,Psychic,Flying,#739,#740,,Hyper Cutter,40,70,40,30,40,30,250,50%,50%,0,20 ,Water 3 ,#739,(at Mount Lanakila),167,Fighting,,Fairy,,,,,,
Oricorio,#741,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.","2' 00""",Dancing,7.5 lbs,Fire,Flying,Water,Electric,Rock,,#741,,,Dancer,30,40,40,50,40,60,260,25%,75%,0,20 ,Flying ,,,167,,,,,,,,,
Cutiefly,#742,https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,"It feeds on the nectar and pollen of flowers. Because it's able to sense auras, it can identify which flowers are about to bloom.","0' 04""",Bee Fly,0.4 lbs,Bug,Fairy,Fire,Steel,Flying,Poison,#742,#743,,Shield Dust,20,30,20,30,20,50,170,50%,50%,0,20 ,"Bug, Fairy ",,,61,Rock,,,,,,,,
Ribombee,#743,https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png,Some of Ribombee's pollen puffs are highly nutritious. They are sometimes sold as supplements.,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.","0' 08""",Bee Fly,1.1 lbs,Bug,Fairy,Fire,Steel,Flying,Poison,#742,#743,,Shield Dust,20,30,30,50,40,80,250,50%,50%,0,20 ,"Bug, Fairy ",#742,(Level 25),162,Rock,,,,,,,,
Rockruff,#744,https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer's side.,"It's considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.","1' 08""",Puppy,20.3 lbs,Rock,,Water,Steel,Grass,Fighting,#744,#745,,Keen Eye,20,40,20,20,20,40,160,50%,50%,0,15 ,Field ,,,56,Ground,,,,,,,,
Lycanroc,#745,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,"When properly raised from a young age, it will become a trustworthy partner that will absolutely never betray its Trainer.","Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.","2' 07""",Wolf,55.1 lbs,Rock,,Water,Steel,Grass,Fighting,#744,#745,,Keen Eye,30,60,40,30,40,70,270,50%,50%,0,15 ,Field ,#744,"(Level 25, Daytime, in Pokémon Sun or Ultra Sun)",170,Ground,,,,,,,,
Wishiwashi,#746,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,"It's awfully weak and notably tasty, so everyone is always out to get it. As it happens, anyone trying to bully it receives a painful lesson.","When it's in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.","0' 08""",Small Fry,0.7 lbs,Water,,Grass,Electric,,,#746,,,Schooling,20,10,10,10,10,30,90,50%,50%,0,15 ,Water 2 ,,,61,,,,,,,,,
Mareanie,#747,https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png,It's found crawling on beaches and seafloors. The coral that grows on Corsola's head is as good as a five-star banquet to this Pokémon.,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.","1' 04""",Brutal Star,17.6 lbs,Poison,Water,Psychic,Electric,Ground,,#747,#748,,Limber,20,30,30,20,30,30,160,50%,50%,0,20 ,Water 1 ,,,61,,,,,,,,,
Toxapex,#748,https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png,"Those attacked by Toxapex's poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,"2' 04""",Brutal Star,32.0 lbs,Poison,Water,Psychic,Electric,Ground,,#747,#748,,Limber,20,30,80,30,90,20,270,50%,50%,0,20 ,Water 1 ,#747,(Level 38),173,,,,,,,,,
Mudbray,#749,https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",The mud stuck to Mudbray's hooves enhances its grip and its powerful running gait.,"3' 03""",Donkey,242.5 lbs,Ground,,Water,Grass,Ice,,#749,#750,,Own Tempo,30,50,40,20,30,30,200,50%,50%,0,20 ,Field ,,,77,,,,,,,,,
Mudsdale,#750,https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.","It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.","8' 02""",Draft Horse,2028.3 lbs,Ground,,Water,Grass,Ice,,#749,#750,,Own Tempo,40,70,50,30,50,20,260,50%,50%,0,20 ,Field ,#749,(Level 30),175,,,,,,,,,
Dewpider,#751,https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,"1' 00""",Water Bubble,8.8 lbs,Water,Bug,Flying,Electric,Rock,,#751,#752,,Water Bubble,20,20,30,20,40,20,150,50%,50%,0,15 ,"Bug, Water 1 ",,,54,,,,,,,,,
Araquanid,#752,https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.","It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.","5' 11""",Water Bubble,180.8 lbs,Water,Bug,Flying,Electric,Rock,,#751,#752,,Water Bubble,30,40,50,30,80,30,260,50%,50%,0,15 ,"Bug, Water 1 ",#751,(Level 22),159,,,,,,,,,
Fomantis,#753,https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.","1' 00""",Sickle Grass,3.3 lbs,Grass,,Fire,Flying,Ice,Poison,#753,#754,,Leaf Guard,20,30,20,30,20,20,140,50%,50%,0,20 ,Grass ,,,50,Bug,,,,,,,,
Lurantis,#754,https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,"It requires a lot of effort to maintain Lurantis's vivid coloring, but some collectors enjoy this work and treat it as their hobby.","2' 11""",Bloom Sickle,40.8 lbs,Grass,,Fire,Flying,Ice,Poison,#753,#754,,Leaf Guard,30,60,50,40,50,30,260,50%,50%,0,20 ,Grass ,#753,"(Level 34, Daytime)",168,Bug,,,,,,,,
Morelull,#755,https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,"0' 08""",Illuminating,3.3 lbs,Grass,Fairy,Steel,Fire,Flying,Ice,#755,#756,,Effect Spore,20,20,30,40,40,10,160,50%,50%,0,20 ,Grass ,,,57,Poison,,,,,,,,
Shiinotic,#756,https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,"3' 03""",Illuminating,25.4 lbs,Grass,Fairy,Steel,Fire,Flying,Ice,#755,#756,,Effect Spore,20,30,40,50,60,20,220,50%,50%,0,20 ,Grass ,#755,(Level 24),142,Poison,,,,,,,,
Salandit,#757,https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.","It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.","2' 00""",Toxic Lizard,10.6 lbs,Poison,Fire,Water,Psychic,Ground,Rock,#757,#758,,Corrosion,20,20,20,40,20,50,170,87.5%,12.5%,0,20 ,"Dragon, Monster ",,,64,,,,,,,,,
Salazzle,#758,https://assets.pokemon.com/assets/cms2/img/pokedex/full/758.png,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.","For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.","3' 11""",Toxic Lizard,48.9 lbs,Poison,Fire,Water,Psychic,Ground,Rock,#757,#758,,Corrosion,30,40,30,60,30,70,260,0%,100%,0,20 ,"Dragon, Monster ",#757,"(Level 33, Female)",168,,,,,,,,,
Stufful,#759,https://assets.pokemon.com/assets/cms2/img/pokedex/full/759.png,A touch from anyone except a known friend sends it into a surging frenzy. It's an incredibly dangerous Pokémon.,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.","1' 08""",Flailing,15.0 lbs,Normal,Fighting,Psychic,Flying,Fairy,Fighting,#759,#760,,Klutz,30,40,30,20,30,30,180,50%,50%,0,15 ,Field ,,,68,,,,,,,,,
Bewear,#760,https://assets.pokemon.com/assets/cms2/img/pokedex/full/760.png,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,"6' 11""",Strong Arm,297.6 lbs,Normal,Fighting,Psychic,Flying,Fairy,Fighting,#759,#760,,Klutz,50,70,40,30,30,40,260,50%,50%,0,15 ,Field ,#759,(Level 27),175,,,,,,,,,
Bounsweet,#761,https://assets.pokemon.com/assets/cms2/img/pokedex/full/761.png,"Although it's too sugary for human consumption, Bounsweet's sweat can be watered down into a juice with just the right amount of sweetness.",A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,"1' 00""",Fruit,7.1 lbs,Grass,,Fire,Flying,Ice,Poison,#761,#762,#763,Oblivious,20,20,20,20,20,20,120,0%,100%,0,20 ,Grass ,,,42,Bug,,,,,,,,
Steenee,#762,https://assets.pokemon.com/assets/cms2/img/pokedex/full/762.png,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.","2' 04""",Fruit,18.1 lbs,Grass,,Fire,Flying,Ice,Poison,#761,#762,#763,Oblivious,20,20,30,20,20,40,150,0%,100%,0,20 ,Grass ,#761,(Level 18),102,Bug,,,,,,,,
Tsareena,#763,https://assets.pokemon.com/assets/cms2/img/pokedex/full/763.png,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.","Its long, striking legs aren't just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.","3' 11""",Fruit,47.2 lbs,Grass,,Fire,Flying,Ice,Poison,#761,#762,#763,Leaf Guard,30,60,50,30,60,50,280,0%,100%,0,20 ,Grass ,#762,(after Stomp learned),230,Bug,,,,,,,,
Comfey,#764,https://assets.pokemon.com/assets/cms2/img/pokedex/full/764.png,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.","It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.","0' 04""",Posy Picker,0.7 lbs,Fairy,,Steel,Poison,,,#764,,,Flower Veil,20,30,50,40,70,60,270,25%,75%,0,20 ,Grass ,,,170,,,,,,,,,
Oranguru,#765,https://assets.pokemon.com/assets/cms2/img/pokedex/full/765.png,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.","Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it's best suited to veteran Trainers.","4' 11""",Sage,167.6 lbs,Normal,Psychic,Dark,Bug,,,#765,,,Inner Focus,30,30,40,50,70,40,260,50%,50%,0,20 ,Field ,,,172,,,,,,,,,
Passimian,#766,https://assets.pokemon.com/assets/cms2/img/pokedex/full/766.png,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,"6' 07""",Teamwork,182.5 lbs,Fighting,,Psychic,Flying,Fairy,,#766,,,Receiver,40,60,50,20,30,50,250,50%,50%,0,20 ,Field ,,,172,,,,,,,,,
Wimpod,#767,https://assets.pokemon.com/assets/cms2/img/pokedex/full/767.png,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.","This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.","1' 08""",Turn Tail,26.5 lbs,Bug,Water,Flying,Electric,Rock,,#767,#768,,Wimp Out,10,20,20,10,10,50,120,50%,50%,0,20 ,"Bug, Water 3 ",,,46,,,,,,,,,
Golisopod,#768,https://assets.pokemon.com/assets/cms2/img/pokedex/full/768.png,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.","With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.","6' 07""",Hard Scale,238.1 lbs,Bug,Water,Flying,Electric,Rock,,#767,#768,,Emergency Exit,30,70,70,30,50,30,280,50%,50%,0,20 ,"Bug, Water 3 ",#767,(Level 30),186,,,,,,,,,
Sandygast,#769,https://assets.pokemon.com/assets/cms2/img/pokedex/full/769.png,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.","1' 08""",Sand Heap,154.3 lbs,Ghost,Ground,Ghost,Dark,Grass,Water,#769,#770,,Water Compaction,20,30,40,40,20,10,160,50%,50%,0,15 ,Amorphous ,,,64,Ice,,,,,,,,
Palossand,#770,https://assets.pokemon.com/assets/cms2/img/pokedex/full/770.png,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.","4' 03""",Sand Castle,551.2 lbs,Ghost,Ground,Ghost,Dark,Grass,Water,#769,#770,,Water Compaction,30,40,60,50,40,20,240,50%,50%,0,15 ,Amorphous ,#769,(Level 42),168,Ice,,,,,,,,
Pyukumuku,#771,https://assets.pokemon.com/assets/cms2/img/pokedex/full/771.png,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies.","1' 00""",Sea Cucumber,2.6 lbs,Water,,Grass,Electric,,,#771,,,Innards Out,20,30,70,20,80,10,230,50%,50%,0,15 ,Water 1 ,,,144,,,,,,,,,
Type: Null,#772,https://assets.pokemon.com/assets/cms2/img/pokedex/full/772.png,"Due to the danger that this synthetic Pokémon may go on a rampage, it wears a control mask to restrain its power.",The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,"6' 03""",Synthetic,265.7 lbs,Normal,,Fighting,,,,#772,#773,,Battle Armor,40,50,50,50,60,40,290,,,1,120 ,Undiscovered ,,,107,,,,,,,,,
Silvally,#773,https://assets.pokemon.com/assets/cms2/img/pokedex/full/773.png,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.","Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.","7' 07""",Synthetic,221.6 lbs,Normal,,Fighting,,,,#772,#773,,RKS System,40,50,50,50,60,60,310,,,1,120 ,Undiscovered ,#772,(high Friendship),257,,,,,,,,,
Minior,#774,https://assets.pokemon.com/assets/cms2/img/pokedex/full/774.png,Strong impacts can knock it out of its shell. This Pokémon was born from mutated nanoparticles.,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.","1' 00""",Meteor,88.2 lbs,Rock,Flying,Steel,Water,Electric,Ice,#774,,,Shields Down,20,30,50,30,60,40,230,,,1,25 ,Mineral ,,,154,Rock,,,,,,,,
Komala,#775,https://assets.pokemon.com/assets/cms2/img/pokedex/full/775.png,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.","1' 04""",Drowsing,43.9 lbs,Normal,,Fighting,,,,#775,,,Comatose,30,60,40,40,60,40,270,50%,50%,0,20 ,Field ,,,168,,,,,,,,,
