FNT 1010, Fontana, Fontana, 
SLC 1525, Santa Luċija, Santa Luċija, 
SLC 1530, Santa Luċija, Santa Luċija, 
SLC 1531, Santa Luċija, Santa Luċija, 
SLC 1540, Santa Luċija, Santa Luċija, 
SLC 1541, Santa Luċija, Santa Luċija, 
SLC 1550, Santa Luċija, Santa Luċija, 
SLC 1551, Santa Luċija, Santa Luċija, 
SLC 1581, Santa Luċija, Santa Luċija, 
SLC 1590, Santa Luċija, Santa Luċija, 
SLC 1600, Santa Luċija, Santa Luċija, 
SLC 1602, Santa Luċija, Santa Luċija, 
SLC 1610, Santa Luċija, Santa Luċija, 
SLC 1611, Santa Luċija, Santa Luċija, 
SLC 1612, Santa Luċija, Santa Luċija, 
SLC 1620, Santa Luċija, Santa Luċija, 
SLC 1622, Santa Luċija, Santa Luċija, 
SLC 1631, Santa Luċija, Santa Luċija, 
SLC 1640, Santa Luċija, Santa Luċija, 
SLC 1650, Santa Luċija, Santa Luċija, 
SLC 1651, Santa Luċija, Santa Luċija, 
SLC 1652, Santa Luċija, Santa Luċija, 
SLC 1653, Santa Luċija, Santa Luċija, 
SLC 1660, Santa Luċija, Santa Luċija, 
SLC 1661, Santa Luċija, Santa Luċija, 
SLC 1681, Santa Luċija, Santa Luċija, 
SLC 1701, Santa Luċija, Santa Luċija, 
SLC 1702, Santa Luċija, Santa Luċija, 
SLC 1734, Santa Luċija, Santa Luċija, 
SLC 1735, Santa Luċija, Santa Luċija, 
SLC 1740, Santa Luċija, Santa Luċija, 
SLC 1742, Santa Luċija, Santa Luċija, 
SLC 1744, Santa Luċija, Santa Luċija, 
SLC 1750, Santa Luċija, Santa Luċija, 
SLC 1751, Santa Luċija, Santa Luċija, 
SLC 1760, Santa Luċija, Santa Luċija, 
SLC 1761, Santa Luċija, Santa Luċija, 
SLC 1770, Santa Luċija, Santa Luċija, 
SLC 1772, Santa Luċija, Santa Luċija, 
SLC 1774, Santa Luċija, Santa Luċija, 
SLC 1800, Santa Luċija, Santa Luċija, 
SLC 1801, Santa Luċija, Santa Luċija, 
SLC 1803, Santa Luċija, Santa Luċija, 
SLC 1805, Santa Luċija, Santa Luċija, 
SLC 1820, Santa Luċija, Santa Luċija, 
SLC 1821, Santa Luċija, Santa Luċija, 
SLC 1831, Santa Luċija, Santa Luċija, 
SLC 1832, Santa Luċija, Santa Luċija, 
SLC 1833, Santa Luċija, Santa Luċija, 
SLC 1841, Santa Luċija, Santa Luċija, 
SLC 1860, Santa Luċija, Santa Luċija, 
SLC 1862, Santa Luċija, Santa Luċija, 
SLC 1870, Santa Luċija, Santa Luċija, 
SLC 2510, Santa Luċija, Santa Luċija, 
SLC 2511, Santa Luċija, Santa Luċija, 
SVR 1031, Santa Venera, Santa Venera, 
SVR 1032, Santa Venera, Santa Venera, 
SVR 1033, Santa Venera, Santa Venera, 
SVR 1034, Santa Venera, Santa Venera, 
SVR 1035, Santa Venera, Santa Venera, 
SVR 1041, Santa Venera, Santa Venera, 
SVR 1042, Santa Venera, Santa Venera, 
SVR 1043, Santa Venera, Santa Venera, 
SVR 1044, Santa Venera, Santa Venera, 
SVR 1045, Santa Venera, Santa Venera, 
SVR 1046, Santa Venera, Santa Venera, 
SVR 1047, Santa Venera, Santa Venera, 
SVR 1130, Santa Venera, Santa Venera, 
SVR 1131, Santa Venera, Santa Venera, 
SVR 1132, Santa Venera, Santa Venera, 
SVR 1133, Santa Venera, Santa Venera, 
SVR 1134, Santa Venera, Santa Venera, 
SVR 1135, Santa Venera, Santa Venera, 
SVR 1136, Santa Venera, Santa Venera, 
SVR 1137, Santa Venera, Santa Venera, 
SVR 1150, Santa Venera, Santa Venera, 
SVR 1151, Santa Venera, Santa Venera, 
SVR 1152, Santa Venera, Santa Venera, 
SVR 1153, Santa Venera, Santa Venera, 
SVR 1160, Santa Venera, Santa Venera, 
SVR 1161, Santa Venera, Santa Venera, 
SVR 1162, Santa Venera, Santa Venera, 
SVR 1180, Santa Venera, Santa Venera, 
SVR 1200, Santa Venera, Santa Venera, 
SVR 1201, Santa Venera, Santa Venera, 
SVR 1220, Santa Venera, Santa Venera, 
SVR 1221, Santa Venera, Santa Venera, 
SVR 1250, Santa Venera, Santa Venera, 
SVR 1251, Santa Venera, Santa Venera, 
SVR 1252, Santa Venera, Santa Venera, 
SVR 1254, Santa Venera, Santa Venera, 
SVR 1255, Santa Venera, Santa Venera, 
SVR 1256, Santa Venera, Santa Venera, 
SVR 1257, Santa Venera, Santa Venera, 
SVR 1301, Santa Venera, Santa Venera, 
SVR 1302, Santa Venera, Santa Venera, 
SVR 1303, Santa Venera, Santa Venera, 
SVR 1304, Santa Venera, Santa Venera, 
SVR 1305, Santa Venera, Santa Venera, 
SVR 1307, Santa Venera, Santa Venera, 
SVR 1330, Santa Venera, Santa Venera, 
SVR 1331, Santa Venera, Santa Venera, 
SVR 1332, Santa Venera, Santa Venera, 
SVR 1333, Santa Venera, Santa Venera, 
SVR 1334, Santa Venera, Santa Venera, 
SVR 1335, Santa Venera, Santa Venera, 
SVR 1336, Santa Venera, Santa Venera, 
SVR 1401, Santa Venera, Santa Venera, 
SVR 1402, Santa Venera, Santa Venera, 
SVR 1403, Santa Venera, Santa Venera, 
SVR 1404, Santa Venera, Santa Venera, 
SVR 1405, Santa Venera, Santa Venera, 
SVR 1406, Santa Venera, Santa Venera, 
SVR 1407, Santa Venera, Santa Venera, 
SVR 1420, Santa Venera, Santa Venera, 
SVR 1421, Santa Venera, Santa Venera, 
SVR 1430, Santa Venera, Santa Venera, 
SVR 1431, Santa Venera, Santa Venera, 
SVR 1432, Santa Venera, Santa Venera, 
SVR 1433, Santa Venera, Santa Venera, 
SVR 1434, Santa Venera, Santa Venera, 
SVR 1435, Santa Venera, Santa Venera, 
SVR 1440, Santa Venera, Santa Venera, 
SVR 1441, Santa Venera, Santa Venera, 
SVR 1520, Santa Venera, Santa Venera, 
SVR 1521, Santa Venera, Santa Venera, 
SVR 1541, Santa Venera, Santa Venera, 
SVR 1580, Santa Venera, Santa Venera, 
SVR 1581, Santa Venera, Santa Venera, 
SVR 1582, Santa Venera, Santa Venera, 
SVR 1583, Santa Venera, Santa Venera, 
SVR 1584, Santa Venera, Santa Venera, 
SVR 1585, Santa Venera, Santa Venera, 
SVR 1586, Santa Venera, Santa Venera, 
SVR 1587, Santa Venera, Santa Venera, 
SVR 1622, Santa Venera, Santa Venera, 
SVR 1623, Santa Venera, Santa Venera, 
SVR 1624, Santa Venera, Santa Venera, 
SVR 1625, Santa Venera, Santa Venera, 
SVR 1626, Santa Venera, Santa Venera, 
SVR 1630, Santa Venera, Santa Venera, 
SVR 1632, Santa Venera, Santa Venera, 
SVR 1670, Santa Venera, Santa Venera, 
SVR 1671, Santa Venera, Santa Venera, 
SVR 1680, Santa Venera, Santa Venera, 
SVR 1681, Santa Venera, Santa Venera, 
SVR 1682, Santa Venera, Santa Venera, 
SVR 1683, Santa Venera, Santa Venera, 
SVR 1690, Santa Venera, Santa Venera, 
SVR 1691, Santa Venera, Santa Venera, 
SVR 1693, Santa Venera, Santa Venera, 
SVR 1694, Santa Venera, Santa Venera, 
SVR 1732, Santa Venera, Santa Venera, 
SVR 1733, Santa Venera, Santa Venera, 
SVR 1810, Santa Venera, Santa Venera, 
SVR 1811, Santa Venera, Santa Venera, 
SVR 1812, Santa Venera, Santa Venera, 
SVR 1813, Santa Venera, Santa Venera, 
SVR 1814, Santa Venera, Santa Venera, 
SVR 1815, Santa Venera, Santa Venera, 
SVR 1816, Santa Venera, Santa Venera, 
SVR 1900, Santa Venera, Santa Venera, 
SVR 1901, Santa Venera, Santa Venera, 
SVR 1902, Santa Venera, Santa Venera, 
SVR 1903, Santa Venera, Santa Venera, 
SVR 1910, Santa Venera, Santa Venera, 
SVR 1911, Santa Venera, Santa Venera, 
SVR 1950, Santa Venera, Santa Venera, 
SVR 1951, Santa Venera, Santa Venera, 
SVR 1952, Santa Venera, Santa Venera, 
SVR 1953, Santa Venera, Santa Venera, 
SVR 9010, Santa Venera, Santa Venera, 
SGW 1070, Siġġiewi, Siġġiewi, 
SGW 1071, Siġġiewi, Siġġiewi, 
SGW 1072, Siġġiewi, Siġġiewi, 
SGW 1073, Siġġiewi, Siġġiewi, 
SGW 1080, Siġġiewi, Siġġiewi, 
SGW 1081, Siġġiewi, Siġġiewi, 
SGW 1082, Siġġiewi, Siġġiewi, 
SGW 1083, Siġġiewi, Siġġiewi, 
SGW 1132, Siġġiewi, Siġġiewi, 
SGW 1140, Siġġiewi, Siġġiewi, 
SGW 1141, Siġġiewi, Siġġiewi, 
SGW 1142, Siġġiewi, Siġġiewi, 
SGW 1150, Siġġiewi, Siġġiewi, 
SGW 1151, Siġġiewi, Siġġiewi, 
SGW 1152, Siġġiewi, Siġġiewi, 
SGW 1153, Siġġiewi, Siġġiewi, 
SGW 1250, Siġġiewi, Siġġiewi, 
SGW 1251, Siġġiewi, Siġġiewi, 
SGW 1252, Siġġiewi, Siġġiewi, 
SGW 1253, Siġġiewi, Siġġiewi, 
SGW 1270, Siġġiewi, Siġġiewi, 
SGW 1271, Siġġiewi, Siġġiewi, 
SGW 1300, Siġġiewi, Siġġiewi, 
SGW 1301, Siġġiewi, Siġġiewi, 
SGW 1302, Siġġiewi, Siġġiewi, 
SGW 1421, Siġġiewi, Siġġiewi, 
SGW 1422, Siġġiewi, Siġġiewi, 
SGW 1423, Siġġiewi, Siġġiewi, 
SGW 1440, Siġġiewi, Siġġiewi, 
SGW 1490, Siġġiewi, Siġġiewi, 
SGW 1491, Siġġiewi, Siġġiewi, 
SGW 1492, Siġġiewi, Siġġiewi, 
SGW 1570, Siġġiewi, Siġġiewi, 
SGW 1571, Siġġiewi, Siġġiewi, 
SGW 1670, Siġġiewi, Siġġiewi, 
SGW 1671, Siġġiewi, Siġġiewi, 
SGW 1672, Siġġiewi, Siġġiewi, 
SGW 1673, Siġġiewi, Siġġiewi, 
SGW 1674, Siġġiewi, Siġġiewi, 
SGW 1675, Siġġiewi, Siġġiewi, 
SGW 1680, Siġġiewi, Siġġiewi, 
SGW 1681, Siġġiewi, Siġġiewi, 
SGW 1760, Siġġiewi, Siġġiewi, 
SGW 1761, Siġġiewi, Siġġiewi, 
SGW 1770, Siġġiewi, Siġġiewi, 
SGW 1771, Siġġiewi, Siġġiewi, 
SGW 1772, Siġġiewi, Siġġiewi, 
SGW 1773, Siġġiewi, Siġġiewi, 
SGW 1774, Siġġiewi, Siġġiewi, 
SGW 1775, Siġġiewi, Siġġiewi, 
SGW 1800, Siġġiewi, Siġġiewi, 
SGW 1801, Siġġiewi, Siġġiewi, 
SGW 1802, Siġġiewi, Siġġiewi, 
SGW 1803, Siġġiewi, Siġġiewi, 
SGW 1804, Siġġiewi, Siġġiewi, 
SGW 1850, Siġġiewi, Siġġiewi, 
SGW 1851, Siġġiewi, Siġġiewi, 
SGW 1852, Siġġiewi, Siġġiewi, 
SGW 1853, Siġġiewi, Siġġiewi, 
SGW 1854, Siġġiewi, Siġġiewi, 
SGW 1855, Siġġiewi, Siġġiewi, 
SGW 1900, Siġġiewi, Siġġiewi, 
SGW 1940, Siġġiewi, Siġġiewi, 
SGW 1941, Siġġiewi, Siġġiewi, 
SGW 1950, Siġġiewi, Siġġiewi, 
SGW 1952, Siġġiewi, Siġġiewi, 
SGW 1953, Siġġiewi, Siġġiewi, 
SGW 2040, Siġġiewi, Siġġiewi, 
SGW 2042, Siġġiewi, Siġġiewi, 
SGW 2043, Siġġiewi, Siġġiewi, 
SGW 2045, Siġġiewi, Siġġiewi, 
SGW 2060, Siġġiewi, Siġġiewi, 
SGW 2061, Siġġiewi, Siġġiewi, 
SGW 2062, Siġġiewi, Siġġiewi, 
SGW 2063, Siġġiewi, Siġġiewi, 
SGW 2071, Siġġiewi, Siġġiewi, 
SGW 2072, Siġġiewi, Siġġiewi, 
SGW 2073, Siġġiewi, Siġġiewi, 
SGW 2101, Siġġiewi, Siġġiewi, 
SGW 2102, Siġġiewi, Siġġiewi, 
SGW 2103, Siġġiewi, Siġġiewi, 
SGW 2105, Siġġiewi, Siġġiewi, 
SGW 2121, Siġġiewi, Siġġiewi, 
SGW 2131, Siġġiewi, Siġġiewi, 
SGW 2140, Siġġiewi, Siġġiewi, 
SGW 2141, Siġġiewi, Siġġiewi, 
SGW 2260, Siġġiewi, Siġġiewi, 
SGW 2530, Siġġiewi, Siġġiewi, 
SGW 2531, Siġġiewi, Siġġiewi, 
SGW 2532, Siġġiewi, Siġġiewi, 
SGW 2533, Siġġiewi, Siġġiewi, 
SGW 2534, Siġġiewi, Siġġiewi, 
SGW 2550, Siġġiewi, Siġġiewi, 
SGW 2560, Siġġiewi, Siġġiewi, 
SGW 2610, Siġġiewi, Siġġiewi, 
SGW 2611, Siġġiewi, Siġġiewi, 
SGW 2616, Siġġiewi, Siġġiewi, 
SGW 2620, Siġġiewi, Siġġiewi, 
SGW 2621, Siġġiewi, Siġġiewi, 
SGW 2643, Siġġiewi, Siġġiewi, 
SGW 2646, Siġġiewi, Siġġiewi, 
SGW 2651, Siġġiewi, Siġġiewi, 
SGW 2700, Siġġiewi, Siġġiewi, 
SGW 2702, Siġġiewi, Siġġiewi, 
SGW 2704, Siġġiewi, Siġġiewi, 
SGW 2724, Siġġiewi, Siġġiewi, 
SGW 2800, Siġġiewi, Siġġiewi, 
SGW 2803, Siġġiewi, Siġġiewi, 
SGW 2820, Siġġiewi, Siġġiewi, 
SGW 2821, Siġġiewi, Siġġiewi, 
SGW 2822, Siġġiewi, Siġġiewi, 
SGW 2824, Siġġiewi, Siġġiewi, 
SGW 2825, Siġġiewi, Siġġiewi, 
SGW 2828, Siġġiewi, Siġġiewi, 
SGW 2829, Siġġiewi, Siġġiewi, 
SGW 3011, Siġġiewi, Siġġiewi, 
SGW 3013, Siġġiewi, Siġġiewi, 
SGW 3014, Siġġiewi, Siġġiewi, 
SGW 3015, Siġġiewi, Siġġiewi, 
SGW 3016, Siġġiewi, Siġġiewi, 
SGW 3017, Siġġiewi, Siġġiewi, 
SGW 3019, Siġġiewi, Siġġiewi, 
SGW 3090, Siġġiewi, Siġġiewi, 
SGW 3091, Siġġiewi, Siġġiewi, 
SGW 3130, Siġġiewi, Siġġiewi, 
SGW 3210, Siġġiewi, Siġġiewi, 
SGW 3211, Siġġiewi, Siġġiewi, 
SGW 3212, Siġġiewi, Siġġiewi, 
SGW 3213, Siġġiewi, Siġġiewi, 
SGW 3233, Siġġiewi, Siġġiewi, 
SGW 3235, Siġġiewi, Siġġiewi, 
SGW 3236, Siġġiewi, Siġġiewi, 
SGW 3237, Siġġiewi, Siġġiewi, 
SGW 3240, Siġġiewi, Siġġiewi, 
SGW 3270, Siġġiewi, Siġġiewi, 
SGW 3272, Siġġiewi, Siġġiewi, 
SGW 3273, Siġġiewi, Siġġiewi, 
SGW 3310, Siġġiewi, Siġġiewi, 
SGW 3311, Siġġiewi, Siġġiewi, 
SGW 3312, Siġġiewi, Siġġiewi, 
SGW 3313, Siġġiewi, Siġġiewi, 
SGW 3321, Siġġiewi, Siġġiewi, 
SGW 3323, Siġġiewi, Siġġiewi, 
SGW 3330, Siġġiewi, Siġġiewi, 
SGW 3331, Siġġiewi, Siġġiewi, 
SGW 3332, Siġġiewi, Siġġiewi, 
SGW 3333, Siġġiewi, Siġġiewi, 
SGW 3334, Siġġiewi, Siġġiewi, 
SGW 3335, Siġġiewi, Siġġiewi, 
SGW 3336, Siġġiewi, Siġġiewi, 
SGW 3337, Siġġiewi, Siġġiewi, 
SGW 3339, Siġġiewi, Siġġiewi, 
SGW 3421, Siġġiewi, Siġġiewi, 
SGW 3423, Siġġiewi, Siġġiewi, 
SGW 3424, Siġġiewi, Siġġiewi, 
SGW 3425, Siġġiewi, Siġġiewi, 
SGW 3427, Siġġiewi, Siġġiewi, 
SGW 3710, Siġġiewi, Siġġiewi, 
SGW 3901, Siġġiewi, Siġġiewi, 
SGW 3902, Siġġiewi, Siġġiewi, 
SGW 3903, Siġġiewi, Siġġiewi, 
SGW 3904, Siġġiewi, Siġġiewi, 
SGW 3908, Siġġiewi, Siġġiewi, 
SGW 3909, Siġġiewi, Siġġiewi, 
SGW 3910, Siġġiewi, Siġġiewi, 
SGW 3920, Siġġiewi, Siġġiewi, 
SGW 3954, Siġġiewi, Siġġiewi, 
SGW 3963, Siġġiewi, Siġġiewi, 
SGW 3990, Siġġiewi, Siġġiewi, 
SGW 3996, Siġġiewi, Siġġiewi, 
SGW 3997, Siġġiewi, Siġġiewi, 
SGW 3999, Siġġiewi, Siġġiewi, 
SGW 4050, Siġġiewi, Siġġiewi, 
SGW 4051, Siġġiewi, Siġġiewi, 
SGW 4053, Siġġiewi, Siġġiewi, 
SGW 4070, Siġġiewi, Siġġiewi, 
SGW 4075, Siġġiewi, Siġġiewi, 
SGW 4090, Siġġiewi, Siġġiewi, 
SGW 4092, Siġġiewi, Siġġiewi, 
SGW 4095, Siġġiewi, Siġġiewi, 
SGW 4600, Siġġiewi, Siġġiewi, 
SGW 4610, Siġġiewi, Siġġiewi, 
SGW 4612, Siġġiewi, Siġġiewi, 
SGW 4615, Siġġiewi, Siġġiewi, 
SGW 4616, Siġġiewi, Siġġiewi, 
SGW 4620, Siġġiewi, Siġġiewi, 
SGW 4628, Siġġiewi, Siġġiewi, 
SGW 4800, Siġġiewi, Siġġiewi, 
SLM 1030, Sliema, Sliema, 
SLM 1033, Sliema, Sliema, 
SLM 1060, Sliema, Sliema, 
SLM 1061, Sliema, Sliema, 
SLM 1130, Sliema, Sliema, 
SLM 1131, Sliema, Sliema, 
SLM 1170, Sliema, Sliema, 
SLM 1171, Sliema, Sliema, 
SLM 1190, Sliema, Sliema, 
SLM 1191, Sliema, Sliema, 
SLM 1240, Sliema, Sliema, 
SLM 1241, Sliema, Sliema, 
SLM 1260, Sliema, Sliema, 
SLM 1261, Sliema, Sliema, 
SLM 1290, Sliema, Sliema, 
SLM 1371, Sliema, Sliema, 
SLM 1390, Sliema, Sliema, 
SLM 1391, Sliema, Sliema, 
SLM 1450, Sliema, Sliema, 
SLM 1451, Sliema, Sliema, 
SLM 1551, Sliema, Sliema, 
SLM 1610, Sliema, Sliema, 
SLM 1611, Sliema, Sliema, 
SLM 1620, Sliema, Sliema, 
SLM 1651, Sliema, Sliema, 
SLM 1652, Sliema, Sliema, 
SLM 1670, Sliema, Sliema, 
SLM 1671, Sliema, Sliema, 
SLM 1741, Sliema, Sliema, 
SLM 1830, Sliema, Sliema, 
SLM 1831, Sliema, Sliema, 
SLM 1832, Sliema, Sliema, 
SLM 1833, Sliema, Sliema, 
SLM 1835, Sliema, Sliema, 
SLM 1910, Sliema, Sliema, 
SLM 1912, Sliema, Sliema, 
SLM 2022, Sliema, Sliema, 
SLM 2141, Sliema, Sliema, 
SLM 2221, Sliema, Sliema, 
SLM 3010, Sliema, Sliema, 
SLM 3011, Sliema, Sliema, 
SLM 3012, Sliema, Sliema, 
SLM 3040, Sliema, Sliema, 
SLM 3041, Sliema, Sliema, 
SLM 3110, Sliema, Sliema, 
SLM 3111, Sliema, Sliema, 
SLM 3112, Sliema, Sliema, 
SLM 3113, Sliema, Sliema, 
SLM 3114, Sliema, Sliema, 
SLM 3115, Sliema, Sliema, 
SLM 3180, Sliema, Sliema, 
SWQ 2010, Ibraġ, Swieqi, 
SWQ 2011, Ibraġ, Swieqi, 
SWQ 2013, Ibraġ, Swieqi, 
SWQ 2014, Ibraġ, Swieqi, 
SWQ 2041, Ibraġ, Swieqi, 
SWQ 2043, Ibraġ, Swieqi, 
SWQ 2044, Ibraġ, Swieqi, 
SWQ 2045, Ibraġ, Swieqi, 
SWQ 2050, Ibraġ, Swieqi, 
SWQ 2051, Ibraġ, Swieqi, 
SWQ 2054, Ibraġ, Swieqi, 
SWQ 2061, Ibraġ, Swieqi, 
SWQ 2062, Ibraġ, Swieqi, 
SWQ 2064, Ibraġ, Swieqi, 
SWQ 2065, Ibraġ, Swieqi, 
SWQ 2066, Ibraġ, Swieqi, 
SWQ 2067, Ibraġ, Swieqi, 
SWQ 2070, Ibraġ, Swieqi, 
SWQ 2071, Ibraġ, Swieqi, 
SWQ 2080, Ibraġ, Swieqi, 
SWQ 2081, Ibraġ, Swieqi, 
SWQ 2083, Ibraġ, Swieqi, 
SWQ 2085, Ibraġ, Swieqi, 
SWQ 2101, Ibraġ, Swieqi, 
SWQ 2170, Ibraġ, Swieqi, 
SWQ 2172, Ibraġ, Swieqi, 
SWQ 2173, Ibraġ, Swieqi, 
SWQ 2180, Ibraġ, Swieqi, 
SWQ 2181, Ibraġ, Swieqi, 
SWQ 2200, Ibraġ, Swieqi, 
SWQ 2201, Ibraġ, Swieqi, 
SWQ 2202, Ibraġ, Swieqi, 
SWQ 2203, Ibraġ, Swieqi, 
SWQ 2204, Ibraġ, Swieqi, 
SWQ 2205, Ibraġ, Swieqi, 
SWQ 2210, Ibraġ, Swieqi, 
SWQ 2220, Ibraġ, Swieqi, 
SWQ 2221, Ibraġ, Swieqi, 
SWQ 2222, Ibraġ, Swieqi, 
SWQ 2225, Ibraġ, Swieqi, 
SWQ 2226, Ibraġ, Swieqi, 
SWQ 2227, Ibraġ, Swieqi, 
SWQ 2228, Ibraġ, Swieqi, 
SWQ 2229, Ibraġ, Swieqi, 
SWQ 2230, Ibraġ, Swieqi, 
SWQ 2232, Ibraġ, Swieqi, 
SWQ 2233, Ibraġ, Swieqi, 
SWQ 2240, Ibraġ, Swieqi, 
SWQ 2241, Ibraġ, Swieqi, 
SWQ 2250, Ibraġ, Swieqi, 
SWQ 2252, Ibraġ, Swieqi, 
SWQ 2253, Ibraġ, Swieqi, 
SWQ 2255, Ibraġ, Swieqi, 
SWQ 2256, Ibraġ, Swieqi, 
SWQ 2257, Ibraġ, Swieqi, 
SWQ 2258, Ibraġ, Swieqi, 
SWQ 2259, Ibraġ, Swieqi, 
SWQ 2260, Ibraġ, Swieqi, 
SWQ 2270, Ibraġ, Swieqi, 
SWQ 2272, Ibraġ, Swieqi, 
SWQ 2273, Ibraġ, Swieqi, 
SWQ 2300, Ibraġ, Swieqi, 
SWQ 2301, Ibraġ, Swieqi, 
SWQ 2302, Ibraġ, Swieqi, 
SWQ 2303, Ibraġ, Swieqi, 
SWQ 2312, Ibraġ, Swieqi, 
SWQ 2313, Ibraġ, Swieqi, 
SWQ 2314, Ibraġ, Swieqi, 
SWQ 2315, Ibraġ, Swieqi, 
SWQ 2320, Ibraġ, Swieqi, 
SWQ 2321, Ibraġ, Swieqi, 
SWQ 2322, Ibraġ, Swieqi, 
SWQ 2323, Ibraġ, Swieqi, 
SWQ 2350, Ibraġ, Swieqi, 
SWQ 2351, Ibraġ, Swieqi, 
SWQ 2353, Ibraġ, Swieqi, 
SWQ 2354, Ibraġ, Swieqi, 
SWQ 2355, Ibraġ, Swieqi, 
SWQ 2356, Ibraġ, Swieqi, 
SWQ 2357, Ibraġ, Swieqi, 
SWQ 2370, Ibraġ, Swieqi, 
SWQ 2371, Ibraġ, Swieqi, 
SWQ 2372, Ibraġ, Swieqi, 
SWQ 2373, Ibraġ, Swieqi, 
SWQ 2393, Ibraġ, Swieqi, 
SWQ 2400, Ibraġ, Swieqi, 
SWQ 2401, Ibraġ, Swieqi, 
SWQ 2402, Ibraġ, Swieqi, 
SWQ 2403, Ibraġ, Swieqi, 
SWQ 2404, Ibraġ, Swieqi, 
SWQ 2405, Ibraġ, Swieqi, 
SWQ 2406, Ibraġ, Swieqi, 
SWQ 2420, Ibraġ, Swieqi, 
SWQ 2422, Ibraġ, Swieqi, 
SWQ 2434, Ibraġ, Swieqi, 
SWQ 2436, Ibraġ, Swieqi, 
SWQ 2440, Ibraġ, Swieqi, 
SWQ 2441, Ibraġ, Swieqi, 
SWQ 2442, Ibraġ, Swieqi, 
SWQ 2443, Ibraġ, Swieqi, 
SWQ 2460, Ibraġ, Swieqi, 
SWQ 2461, Ibraġ, Swieqi, 
SWQ 2470, Ibraġ, Swieqi, 
SWQ 2471, Ibraġ, Swieqi, 
SWQ 2472, Ibraġ, Swieqi, 
SWQ 2473, Ibraġ, Swieqi, 
SWQ 2481, Ibraġ, Swieqi, 
SWQ 2483, Ibraġ, Swieqi, 
SWQ 2500, Ibraġ, Swieqi, 
SWQ 2501, Ibraġ, Swieqi, 
SWQ 2502, Ibraġ, Swieqi, 
SWQ 2504, Ibraġ, Swieqi, 
SWQ 2506, Ibraġ, Swieqi, 
SWQ 2507, Ibraġ, Swieqi, 
SWQ 2508, Ibraġ, Swieqi, 
SWQ 2509, Ibraġ, Swieqi, 
SWQ 2550, Ibraġ, Swieqi, 
SWQ 2551, Ibraġ, Swieqi, 
SWQ 2602, Ibraġ, Swieqi, 
SWQ 2603, Ibraġ, Swieqi, 
SWQ 2610, Ibraġ, Swieqi, 
SWQ 2611, Ibraġ, Swieqi, 
SWQ 2612, Ibraġ, Swieqi, 
SWQ 2613, Ibraġ, Swieqi, 
SWQ 2615, Ibraġ, Swieqi, 
SWQ 2630, Ibraġ, Swieqi, 
SWQ 2631, Ibraġ, Swieqi, 
SWQ 2632, Ibraġ, Swieqi, 
SWQ 2633, Ibraġ, Swieqi, 
SWQ 2634, Ibraġ, Swieqi, 
SWQ 2635, Ibraġ, Swieqi, 
SWQ 2644, Ibraġ, Swieqi, 
SWQ 2645, Ibraġ, Swieqi, 
SWQ 2647, Ibraġ, Swieqi, 
SWQ 2648, Ibraġ, Swieqi, 
SWQ 2649, Ibraġ, Swieqi, 
SWQ 2740, Ibraġ, Swieqi, 
SWQ 2741, Ibraġ, Swieqi, 
SWQ 2742, Ibraġ, Swieqi, 
SWQ 2743, Ibraġ, Swieqi, 
SWQ 2750, Ibraġ, Swieqi, 
SWQ 2751, Ibraġ, Swieqi, 
SWQ 2752, Ibraġ, Swieqi, 
SWQ 2800, Ibraġ, Swieqi, 
SWQ 2801, Ibraġ, Swieqi, 
SWQ 2802, Ibraġ, Swieqi, 
SWQ 2803, Ibraġ, Swieqi, 
SWQ 2810, Ibraġ, Swieqi, 
SWQ 2811, Ibraġ, Swieqi, 
SWQ 2812, Ibraġ, Swieqi, 
SWQ 2820, Ibraġ, Swieqi, 
SWQ 2852, Ibraġ, Swieqi, 
SWQ 1010, Madliena, Swieqi, 
SWQ 1012, Madliena, Swieqi, 
SWQ 1013, Madliena, Swieqi, 
SWQ 1014, Madliena, Swieqi, 
SWQ 1015, Madliena, Swieqi, 
SWQ 1016, Madliena, Swieqi, 
SWQ 1017, Madliena, Swieqi, 
SWQ 1018, Madliena, Swieqi, 
SWQ 1019, Madliena, Swieqi, 
SWQ 1020, Madliena, Swieqi, 
SWQ 1021, Madliena, Swieqi, 
SWQ 1051, Madliena, Swieqi, 
SWQ 1052, Madliena, Swieqi, 
SWQ 1053, Madliena, Swieqi, 
SWQ 1060, Madliena, Swieqi, 
SWQ 1062, Madliena, Swieqi, 
SWQ 1063, Madliena, Swieqi, 
SWQ 1065, Madliena, Swieqi, 
SWQ 1104, Madliena, Swieqi, 
SWQ 1107, Madliena, Swieqi, 
SWQ 1108, Madliena, Swieqi, 
SWQ 1109, Madliena, Swieqi, 
SWQ 1110, Madliena, Swieqi, 
SWQ 1111, Madliena, Swieqi, 
SWQ 1112, Madliena, Swieqi, 
SWQ 1113, Madliena, Swieqi, 
SWQ 1115, Madliena, Swieqi, 
SWQ 1120, Madliena, Swieqi, 
SWQ 1121, Madliena, Swieqi, 
SWQ 1130, Madliena, Swieqi, 
SWQ 1131, Madliena, Swieqi, 
SWQ 1141, Madliena, Swieqi, 
SWQ 1150, Madliena, Swieqi, 
SWQ 1152, Madliena, Swieqi, 
SWQ 1153, Madliena, Swieqi, 
SWQ 1161, Madliena, Swieqi, 
